rank,source,target,time
4,16831,12572,62947
4,4174,5798,74192
4,18069,9957,57777
4,2556,11281,27193
4,4722,6393,68767
4,10213,10226,22723
4,5784,4046,66630
4,1673,9339,83092
4,9835,14323,16243
4,4276,17628,44504
4,15935,10503,21205
4,7637,16548,31752
4,2409,14133,75327
4,1745,16894,71074
4,1844,4503,15805
4,11073,15790,39398
4,15673,16672,35798
4,2706,17287,36956
4,19162,4249,2855
4,8519,5787,68267
4,17024,7800,81893
4,15186,1115,51515
4,4139,8070,57795
4,19408,17046,25743
4,8591,6024,48249
4,10742,6855,44949
4,19455,11259,34658
4,12276,10652,60118
4,8726,10841,28499
4,16203,8073,12980
4,9028,6675,5302
4,14403,5402,7979
4,4530,9922,4128
4,3364,15158,35794
4,17141,13135,35257
4,6806,5123,22219
4,7155,18022,42441
4,2148,2669,53230
4,17565,12806,54832
4,13633,16323,73980
4,5640,3356,42691
4,10726,9843,2044
4,14872,16663,32541
4,2289,4840,51482
4,16899,6113,13746
4,17456,18643,72221
4,13625,3994,72978
4,13254,3528,53109
4,10765,14003,33356
4,5955,16643,73602
4,8110,5923,79898
4,13471,4256,71511
4,11352,19417,74034
4,15628,16123,18755
4,2348,10846,29370
4,3803,1289,53145
4,4619,7318,29755
4,1347,9822,34576
4,1477,1318,37837
4,17835,4781,57395
4,10910,3890,5501
4,18772,6320,66798
4,5565,13436,56857
4,17485,17874,83634
4,10767,17267,75241
4,12392,16626,5526
4,15209,4820,1388
4,15561,7235,7121
4,12416,17694,25074
4,8569,17317,57054
4,2807,13713,79236
4,7521,5449,52788
4,7878,15204,86215
4,6678,4445,66725
4,13159,8083,36860
4,7711,5981,62678
4,5698,10982,77822
4,6942,4213,60463
4,4466,1048,68208
4,8164,5287,44807
4,14399,10972,20134
4,8659,3482,2401
4,12570,8026,2443
4,16826,1225,21056
4,15659,14364,76193
4,16004,12395,24377
4,1141,3735,43205
4,7370,19268,11741
4,8878,2364,60200
4,6079,10654,76506
4,15671,14091,47673
4,10502,19522,73129
4,17390,16704,19415
4,6459,10828,49964
4,5662,5524,66884
4,11338,5574,51616
4,14099,4853,42688
4,14264,17834,29236
4,10377,7377,65565
4,17379,15848,24646
4,4955,5137,52685
4,5758,3853,27659
4,1164,6718,12078
4,4673,17558,27718
4,10184,6519,36670
4,6911,7212,72972
4,14683,14256,40988
4,4103,8656,78862
4,5658,8878,85482
4,11299,1034,7977
4,12160,11051,126
4,3226,9060,6243
4,4971,4976,881
4,1398,13487,37033
4,6323,4436,22997
4,11954,2181,51126
4,8685,16173,14912
4,18228,14263,59209
4,14458,1202,41182
4,17724,3931,65999
4,5793,11982,44998
4,2254,16149,60223
4,2267,9400,27456
4,15700,9958,76960
4,18875,3516,38148
4,16311,11047,66373
4,10215,10867,22577
4,7555,15816,76791
4,4919,1169,43549
4,15611,8048,274
4,2533,8167,69291
4,15770,11535,2899
4,16553,11603,56002
4,12872,17169,41007
4,13394,14673,35150
4,1648,11487,24516
4,5866,1019,76107
4,1443,10625,72734
4,2080,16469,41140
4,4820,15212,4818
4,18314,11236,58903
4,19498,17581,53604
4,12382,15851,42886
4,5594,10269,66021
4,2262,7471,5754
4,13606,5110,71524
4,9281,16022,35966
4,2425,16848,75684
4,15948,1704,79499
4,17579,1235,65416
4,10167,7873,4218
4,10362,17918,51840
4,15919,9194,41064
4,12448,10034,37377
4,1173,9020,31612
4,2597,13008,31355
4,3477,9748,85616
4,8586,1707,34120
4,3962,6823,56613
4,14722,6396,86317
4,5303,1131,25803
4,4086,10208,59630
4,11016,11979,78424
4,2456,6958,79809
4,18149,17820,73081
4,2648,1444,46652
4,1222,3326,13566
4,15041,18195,57531
4,11570,7917,30805
4,6803,6256,20972
4,6084,18798,28921
4,17327,10946,65829
4,16013,8787,62925
4,3085,18702,53379
4,17578,3096,38341
4,5779,7891,10111
4,2527,6887,27476
4,12907,16445,41330
4,9527,3518,4410
4,15913,8511,56037
4,4551,6363,59790
4,12074,15049,16178
4,13040,17763,48917
4,17615,19468,71497
4,17243,1481,74514
4,12529,10576,25656
4,7336,6775,9026
4,14729,17655,48143
4,14805,6598,31640
4,16233,10626,57503
4,6897,17178,30094
4,3006,6130,63801
4,5330,8724,13017
4,8260,16516,59830
4,3861,3383,20763
4,11748,8376,45483
4,3014,8931,47097
4,2539,10904,75715
4,16960,11184,6885
4,1548,8621,31633
4,15987,16094,1244
4,15531,9926,29648
4,12368,15711,29777
4,17755,1137,9316
4,1376,5407,16975
4,14732,6606,47691
4,14117,11664,60615
4,19504,17375,8250
4,10007,3171,30035
4,3478,7254,78747
4,4829,8747,30144
4,12759,4095,11726
4,14527,4642,26288
4,2838,13700,66232
4,5641,7824,70915
4,19541,11552,34357
4,19501,9636,69968
4,2305,10208,9440
4,15058,14004,16710
4,15083,10771,54966
4,2358,13183,78720
4,19383,10417,59552
4,13919,6767,26551
4,7462,8164,20818
4,13833,2569,22012
4,6111,16488,48541
4,14772,13586,13060
4,8437,7864,37830
4,10665,6959,77937
4,1321,17928,29608
4,8590,11637,53223
4,694,15388,71847
4,19075,1305,78062
4,8178,10986,86322
4,9148,15610,81464
4,4051,17669,78093
4,10964,6232,4484
4,15889,14346,78424
4,10361,12789,6161
4,17859,17860,26758
4,1457,13613,36929
4,13262,13903,26790
4,10250,8228,46085
4,8167,8886,73503
4,15805,3438,18853
4,4942,8412,4233
4,4407,15534,30232
4,2224,8331,76150
4,1306,13511,22135
4,13052,11785,21128
4,10595,14636,4314
4,17188,17200,43932
4,5720,17691,59180
4,13347,12765,19043
4,13352,16542,39124
4,7763,7675,31295
4,5255,5184,5665
4,18509,1649,10885
4,9764,19413,45497
4,8088,18461,13522
4,19522,1595,16422
4,17476,15990,49038
4,18343,10118,59486
4,2223,11522,75049
4,13563,3399,18885
4,13608,12689,84089
4,7777,11299,42374
4,2416,16006,13177
4,1506,15191,85174
4,4296,6167,78457
4,5053,9253,75784
4,10428,1259,3314
4,11645,18902,58210
4,17525,12148,531
4,4159,5554,29532
4,6607,15063,61534
4,10533,13727,77237
4,11417,3449,84661
4,12259,3879,45943
4,13260,13904,40682
4,19520,1766,80982
4,2220,8322,38138
4,17848,18077,70811
4,13365,9668,64858
4,4467,1267,55537
4,1847,2055,20663
4,8228,16520,32524
4,2940,7361,15581
4,4858,5317,32954
4,7599,5993,23064
4,10426,1324,55816
4,6117,14012,30016
4,3954,17710,58287
4,18210,1066,65578
4,12197,1301,80583
4,16511,15407,18085
4,16005,5022,68265
4,9404,6456,59927
4,8389,6973,49625
4,16150,11199,34350
4,13418,11117,70423
4,13503,9799,24389
4,6708,7008,62299
4,13851,6459,66125
4,6945,12291,47377
4,1232,2901,8842
4,14891,3035,28597
4,5387,14081,43375
4,1383,11519,84414
4,10987,19442,49952
4,3604,4035,64759
4,15885,3322,47880
4,3774,2917,39306
4,10843,12643,68827
4,9463,3528,49756
4,12075,15051,33886
4,10371,17983,83708
4,11772,6118,54719
4,2066,15963,1476
4,5971,7035,42435
4,19011,13531,79650
4,10289,15710,86032
4,5422,4668,47539
4,9828,9219,9319
4,5897,15064,81466
4,12252,3000,72768
4,15916,16109,20809
4,13043,18649,12642
4,17952,3413,20820
4,18016,6205,52991
4,6783,16394,61499
4,12304,16033,72197
4,16458,5788,27379
4,2190,4047,47768
4,3379,10421,19473
4,14555,7452,42440
4,10320,8681,40174
4,18152,14631,2238
4,12585,5917,44289
4,2371,17974,81265
4,9409,15625,9086
4,8910,4485,47536
4,1395,2963,42248
4,10408,3584,2068
4,17248,3539,54517
4,5885,10654,20194
4,17121,17128,21808
4,13515,10658,64142
4,6638,11748,56753
4,19467,19450,77556
4,8595,8712,68966
4,17070,9914,44649
4,11744,3176,21153
4,9808,16705,83628
4,19479,9463,12137
4,6171,1016,57997
4,4981,13602,59316
4,3615,3938,16337
4,9628,3602,17686
4,5227,13645,27516
4,11405,9220,35962
4,4951,5251,34229
4,5021,16005,40272
4,5120,9184,80784
4,2272,2846,5585
4,3111,2011,13857
4,4647,3106,16614
4,14665,11701,81647
4,17124,14033,8719
4,5052,12333,56857
4,6429,14207,52646
4,13003,10879,37036
4,8146,10933,72663
4,1108,5543,59461
4,1043,1399,3923
4,13996,4555,40506
4,4167,3155,39546
4,3506,3514,8571
4,6574,6735,83471
4,13339,13316,47280
4,4403,4059,41596
4,7026,1586,18220
4,19452,12766,1773
4,2585,1953,8788
4,3683,3079,32077
4,3128,14134,56523
4,19486,14700,19643
4,10372,2179,18261
4,14539,17149,15933
4,10642,18146,82890
4,3084,7194,21984
4,2677,8759,35969
4,15096,17341,43502
4,14063,7159,79847
4,1057,18965,76116
4,15970,15285,29513
4,11896,12864,73278
4,2824,10687,33170
4,16752,3415,72772
4,10699,11748,58548
4,18975,11288,70741
4,1678,9097,3835
4,14952,12623,23483
4,11491,5761,17706
4,9891,1953,47444
4,3587,14083,70759
4,17712,12147,60378
4,8574,18772,41880
4,16977,7621,16988
4,2014,8435,61605
4,1533,13454,65263
4,9371,7442,71795
4,3190,1557,56153
4,13177,11487,85920
4,6003,13049,60180
4,9682,12144,33423
4,9664,13655,41795
4,15408,2267,45838
4,3662,7029,58110
4,5505,8607,4098
4,17864,9240,36028
4,4943,4224,38794
4,19506,16790,49926
4,8272,9617,9292
4,14744,10208,64134
4,2128,10695,18229
4,2297,10218,63597
4,8185,10987,82766
4,5271,11045,64430
4,16642,16856,50222
4,17614,5523,61786
4,4199,1913,66815
4,17764,2706,60256
4,14227,11885,65229
4,2821,19423,37918
4,4629,8048,65587
4,19442,11161,18205
4,15376,8517,7102
4,17881,9030,0
4,8638,8643,27847
4,14745,14319,31813
4,16838,17447,22853
4,12908,13601,45570
4,1662,18070,68133
4,14920,6307,2384
4,5148,8617,61191
4,18921,7456,34122
4,2578,9545,237
4,19524,10417,16759
4,1204,4841,39288
4,6066,15815,79384
4,17351,12051,36496
4,14689,5555,44300
4,7943,6722,5535
4,5339,7964,85378
4,5800,14373,18543
4,1628,6684,34897
4,18290,19542,15304
4,3627,16453,42835
4,17598,15363,36512
4,17809,3914,7868
4,2827,5652,6076
4,9912,4183,1815
4,13765,18017,46024
4,12398,8520,63370
4,2958,1954,45003
4,2405,13632,42107
4,17960,18653,24722
4,15807,14486,29066
4,9681,1263,21550
4,1363,15624,47512
4,6110,17544,78726
4,3617,14661,76966
4,2236,4798,46590
4,18114,15793,64487
4,5845,3683,64302
4,9264,8510,61051
4,7835,7757,5553
4,9295,9307,57052
4,14014,5514,76391
4,10768,7229,74300
4,15815,17399,19303
4,17734,7423,70943
4,11973,11783,70576
4,14119,9979,2031
4,19008,9762,77540
4,7449,6972,44343
4,19450,19473,81289
4,5404,11313,36680
4,7905,1245,4995
4,13724,4618,33315
4,12893,13693,496
4,1012,7362,21560
4,16314,13360,37421
4,4302,13427,27978
4,1729,6731,61530
4,14775,8857,62960
4,5982,16535,83788
4,17583,16042,7884
4,17233,4351,66020
4,12342,6966,34788
4,16038,4248,3932
4,9857,11698,47253
4,15204,10920,64572
4,3406,15369,12697
4,6618,19512,43332
4,16419,3356,4800
4,16488,5574,84409
4,12352,4873,11741
4,2271,9938,30127
4,15340,3883,27471
4,19484,1228,29576
4,16022,1374,13057
4,3696,19394,7646
4,7429,3758,35925
4,4526,2057,64670
4,1758,17317,67613
4,14515,12225,51983
4,8195,1090,70119
4,12137,9125,66129
4,2900,5505,2215
4,10370,12302,34057
4,2101,5353,86301
4,18510,12959,58113
4,13659,12932,21474
4,4107,13394,48553
4,4559,16675,30719
4,17123,17130,40911
4,14611,7646,76130
4,14979,1878,10910
4,17444,16097,33263
4,12679,9395,5118
4,1256,12727,4701
4,6709,17579,86324
4,5730,5733,57124
4,2450,16213,15812
4,6858,15877,4171
4,9785,12729,63668
4,2786,3023,79370
4,15050,11299,6645
4,6726,8428,16814
4,1752,17126,17154
4,2252,1289,85549
4,10205,10867,50738
4,15461,6098,57383
4,6924,1183,70194
4,4192,6078,34966
4,12889,7550,73864
4,12807,3247,804
4,14846,1361,79465
4,16465,9363,70568
4,10549,19452,39147
4,4579,9771,85451
4,14033,3025,55402
4,12765,7558,6708
4,11847,1343,71654
4,2022,11381,55044
4,16812,6232,41521
4,11798,13129,55692
4,11871,12765,64414
4,1505,2928,65032
4,7564,17200,43212
4,4326,4368,16555
4,2739,4730,62916
4,7235,2112,47098
4,11551,11116,56029
4,1252,1213,84789
4,14862,2109,8546
4,4695,10574,70820
4,17959,11404,40999
4,12811,2075,68767
4,9614,2440,47508
4,7482,8989,1740
4,10921,15206,14966
4,16340,13016,56795
4,7416,12177,6966
4,14560,10060,81349
4,8203,7428,13856
4,1558,14926,30777
4,15094,10312,38748
4,11620,16328,35012
4,19407,19419,70261
4,3249,8551,81276
4,4415,6556,44030
4,9152,13971,57656
4,8873,8709,25315
4,8959,13325,55549
4,10678,6887,44657
4,12663,2389,50004
4,16145,17163,77672
4,9222,8320,82680
4,5406,1262,30015
4,11383,9683,43554
4,2038,4912,39596
4,13528,7743,41422
4,7900,19503,74098
4,10666,5528,41689
4,7770,15348,17053
4,2737,1314,62811
4,13168,6756,72316
4,16660,10747,1301
4,6895,5552,589
4,8232,12553,6370
4,16140,8858,37276
4,4744,10321,65235
4,6320,18772,59223
4,17447,10461,194
4,5129,16980,41535
4,16672,19424,58359
4,17482,2379,33328
4,4220,4934,61849
4,14288,7289,7161
4,19502,1529,52819
4,10226,2085,62724
4,10246,13006,25304
4,6927,6924,50936
4,17783,1270,68924
4,8330,11523,34974
4,1663,16854,19017
4,1062,1618,62230
4,5556,11097,646
4,6169,6811,11456
4,11707,18051,35333
4,10210,2308,38323
4,8444,18216,21795
4,10105,15809,47976
4,6821,9453,86177
4,14983,14123,74999
4,3735,1136,75962
4,9833,11663,77882
4,17975,2376,55686
4,8305,17475,9008
4,11729,11767,85329
4,13345,1197,12902
4,6056,4087,28717
4,10531,18236,30352
4,11826,16847,3429
4,19245,9622,66541
4,13007,11381,21021
4,5096,11999,65899
4,4397,8853,81297
4,15062,15367,33965
4,12913,7927,21704
4,1424,19498,14461
4,9651,2060,35884
4,18216,8440,19221
4,12878,7558,62183
4,4498,2513,57586
4,8017,14272,38121
4,9634,13921,5673
4,6131,12520,63718
4,9417,5161,19092
4,14748,1845,71026
4,15203,7877,63828
4,14040,4832,10149
4,1314,4007,53795
4,9939,3481,56548
4,9516,11259,29496
4,7646,13986,19810
4,14516,14805,65513
4,7690,4152,81646
4,14205,11074,73221
4,6246,16945,61414
4,4578,15219,82381
4,19439,3671,71359
4,13100,4868,8159
4,11761,9756,2341
4,9318,3752,36543
4,7640,9546,30510
4,16321,4502,59781
4,14353,2071,40132
4,19459,16878,77241
4,19525,3199,41601
4,6453,13076,47324
4,7570,11647,1585
4,2717,2719,7293
4,8380,1157,4493
4,2540,17650,56674
4,14731,10467,15775
4,11594,12816,1793
4,16572,2195,16026
4,17147,7761,81623
4,11557,17647,3447
4,338,6425,46821
4,4071,4266,33451
4,8372,5098,70380
4,12965,6067,69929
4,2381,5787,40637
4,14263,17833,8051
4,2384,10105,75880
4,4125,10100,59252
4,5079,4785,41460
4,474,19120,25630
4,8443,18959,73583
4,2925,6298,59332
4,11838,7901,75750
4,15182,19360,34488
4,10042,16903,80429
4,15572,11115,13251
4,9712,1349,78436
4,4847,3412,55894
4,4654,10731,79667
4,10165,10118,883
4,1434,1106,25803
4,7020,2084,65721
4,16863,9775,43704
4,17542,10934,13808
4,15681,4190,32425
4,10316,7938,43083
4,7090,14537,73209
4,4434,1090,69074
4,2667,6262,63573
4,12192,2756,50624
4,8632,11541,84382
4,17880,9030,17530
4,5596,16135,81949
4,9311,3727,6980
4,17044,12341,34047
4,5316,8156,76282
4,14193,5012,51821
4,6305,3825,56705
4,9237,15327,32300
4,9382,3464,55111
4,3989,13313,3774
4,5870,1729,28311
4,16035,8980,55690
4,3472,3628,65723
4,4870,2149,42287
4,17539,12774,58764
4,4883,15813,27083
4,15401,7553,5654
4,11064,4213,54915
4,12912,7645,47572
4,9125,12496,8822
4,3449,11417,82519
4,7268,1182,5646
4,19487,9135,65463
4,17399,2584,29389
4,1199,3379,56535
4,18141,11507,54701
4,4801,18298,26387
4,6197,10173,33779
4,17597,11481,2379
4,12482,10938,27434
4,8140,18099,66925
4,9268,7441,24505
4,9773,13228,46411
4,15858,6569,14595
4,3852,1458,24148
4,11008,19140,81058
4,15056,15121,49806
4,5557,10085,78990
4,17585,14341,84970
4,11498,7925,47505
4,8804,3724,59595
4,16519,13006,7995
4,12249,11978,46104
4,9781,4781,63436
4,17120,3623,36308
4,11339,16490,25591
4,9428,12336,189
4,2526,6627,79710
4,15754,11634,70750
4,12499,17962,13364
4,10023,8271,7776
4,6184,13364,26365
4,11604,9513,14974
4,9412,10530,3955
4,4001,9495,3003
4,2813,19410,81582
4,19435,1119,10692
4,11830,16736,80944
4,12557,3913,1972
4,6799,14799,15838
4,4832,2076,59671
4,7983,16072,16338
4,17381,2262,2804
4,11666,17441,62566
4,16123,1262,25915
4,12910,2401,70648
4,5434,14013,6465
4,17170,12871,81848
4,11665,12310,27520
4,5495,13798,78417
4,2899,11132,28138
4,4787,9428,84367
4,17426,15171,1601
4,13728,9795,53874
4,1499,16018,2932
4,17793,19449,51814
4,4547,11169,27441
4,1374,2832,7317
4,9507,15969,18752
4,2615,17987,65501
4,7369,3482,52769
4,8446,18216,16106
4,18039,16808,80852
4,5066,17060,1671
4,3745,15218,20972
4,10490,6067,18402
4,14517,11187,45389
4,2021,7840,15743
4,7560,1953,41225
4,4347,6745,67511
4,12312,8656,69584
4,8133,7428,58842
4,9323,2457,19050
4,12937,14404,46271
4,3050,5645,46823
4,11357,13071,58429
4,19013,10226,85985
4,12179,14777,28415
4,1198,10433,11338
4,14773,16144,74416
4,19059,19008,4313
4,11634,5008,16526
4,9510,9609,75609
4,6452,15488,67838
4,3614,9143,59653
4,8075,11969,18359
4,6316,16305,46439
4,11251,6304,76220
4,10553,17652,66022
4,8074,1190,2913
4,19456,4696,4022
5,18140,3772,21168
5,16856,10729,9321
5,18701,5436,56050
5,2151,5265,24110
5,16093,12085,34127
5,3958,18207,47280
5,10542,15143,4598
5,6337,3414,61619
5,3933,16768,18869
5,17765,16883,34575
5,4311,4542,44111
5,11906,2512,85566
5,9701,18643,61208
5,6044,11755,71087
5,8550,2171,64164
5,7513,2836,27232
5,19483,3790,18959
5,8340,1292,62670
5,13705,10616,41211
5,3588,18626,25962
5,6578,17589,77712
5,10720,1448,5710
5,15808,14486,41468
5,5008,7771,55204
5,2152,18737,44900
5,9783,5436,7293
5,14975,16550,60533
5,16243,17355,40588
5,15600,8516,49781
5,16828,6023,44205
5,12902,16814,59374
5,18861,1530,21040
5,5706,4661,52904
5,1432,9553,32746
5,11235,7972,81441
5,19474,19389,77669
5,10878,16515,42329
5,5566,2116,63066
5,12279,17123,53986
5,6051,432,66071
5,3541,8976,31897
5,19438,16236,64393
5,14066,16878,68159
5,16485,2522,9155
5,8999,14361,37549
5,15658,10742,7542
5,14569,8695,53500
5,15411,17723,58920
5,13876,16290,13376
5,6800,12402,48408
5,11720,18924,64672
5,3928,4994,2013
5,16095,12088,63963
5,10596,1715,79573
5,2404,9361,79667
5,10098,1124,25949
5,16561,15193,80547
5,7917,2648,73304
5,13631,11664,56264
5,16322,5952,67799
5,4050,19480,65251
5,10108,6252,25186
5,17406,17400,68374
5,17774,8674,37597
5,19517,4665,18578
5,2956,13412,14197
5,15228,9783,54959
5,3992,14644,63485
5,2968,7511,47373
5,11416,14726,72190
5,1089,14484,4923
5,15621,6316,31520
5,11010,3200,8742
5,15036,5897,64369
5,11951,7286,56770
5,12917,16240,67330
5,7114,5885,43448
5,12925,7648,17417
5,15473,13941,86312
5,15239,14363,73330
5,13634,9539,33955
5,16880,1236,15987
5,1476,1426,35048
5,1190,10042,15054
5,16832,18076,82918
5,5224,10440,61210
5,7156,13994,30127
5,13485,8406,77316
5,10275,1322,85611
5,1608,4942,80325
5,14150,4933,48850
5,13483,17489,26225
5,3187,14925,83779
5,10271,16642,83489
5,15119,6227,12242
5,5380,6900,45862
5,15257,9876,28944
5,1485,1651,73997
5,11542,13453,20071
5,1208,1256,69974
5,19514,7361,6909
5,10433,3543,78505
5,16172,5251,60683
5,15368,5537,47312
5,16129,2368,29623
5,13714,6084,38323
5,8282,9846,36093
5,5787,16004,35773
5,18075,16322,56766
5,3124,12175,6629
5,1649,5261,61770
5,2253,3803,5682
5,13009,6147,75893
5,18354,6688,53961
5,3539,7127,74997
5,19536,17931,85083
5,14267,9736,38774
5,19491,9608,28517
5,19507,14821,231
5,17974,4936,56665
5,16284,11072,77480
5,5954,14637,32091
5,8415,17919,17211
5,19471,19438,4173
5,1261,1330,62566
5,12545,14347,22281
5,7363,8482,55032
5,2434,1844,63144
5,8366,7535,7635
5,10336,9219,51022
5,13283,3438,23309
5,8001,15561,7163
5,13134,8251,83125
5,1667,18063,8596
5,13730,12245,17360
5,1116,9872,17357
5,16779,10378,80061
5,5022,6699,75202
5,3754,7656,4962
5,3605,19446,67065
5,9617,10037,61815
5,14977,16564,61275
5,1296,11744,37138
5,7049,12159,64795
5,17866,1354,76882
5,17435,5460,61250
5,18993,14341,68784
5,16260,6841,33075
5,12452,1354,59496
5,13587,15019,30007
5,16317,14727,3888
5,16328,7053,15010
5,11457,18334,4936
5,16065,7663,41891
5,1289,16974,69905
5,1365,4175,28676
5,11127,17990,60913
5,1316,9296,56636
5,9575,6767,86332
5,18207,12038,30646
5,11187,10624,13573
5,14740,7033,65874
5,19538,13853,17942
5,1513,1460,85684
5,9512,10553,8566
5,13057,8601,35835
5,12591,2314,57042
5,4497,13184,19680
5,6864,10053,8006
5,9890,7692,8729
5,11593,13111,29539
5,17775,3814,52297
5,9955,12647,1466
5,16965,12452,9550
5,17820,1710,69327
5,16831,12569,68017
5,4174,16657,14302
5,18069,12528,11461
5,2556,10117,75120
5,4722,8301,2374
5,10213,9130,20473
5,5784,4050,25274
5,1673,14572,39763
5,9835,13630,62352
5,4276,12415,23027
5,15935,2883,79961
5,7637,16563,49903
5,2409,15561,10074
5,1745,2832,63229
5,1844,14749,39873
5,11073,15830,4063
5,15673,15839,65604
5,2706,9716,83713
5,19162,16856,45009
5,8519,14149,53375
5,17024,13442,27069
5,15186,6285,2735
5,4139,1644,52269
5,19408,11364,70141
5,8591,8593,60967
5,10742,18394,66553
5,19455,10218,76643
5,12276,3143,46943
5,8726,8506,68173
5,16203,12668,84455
5,9028,4521,34835
5,14403,6330,25166
5,4530,17566,6014
5,3364,7937,84737
5,17141,9415,40352
5,6806,11774,26132
5,7155,18023,81464
5,2148,16811,47392
5,17565,4161,19731
5,13633,9538,7057
5,5640,17138,48150
5,10726,5899,54843
5,14872,7492,12504
5,2289,14857,44011
5,16899,16397,5491
5,17456,5172,65490
5,13625,14714,13512
5,13254,1019,7269
5,10765,9053,53132
5,5955,17546,37083
5,8110,6850,21552
5,13471,1415,66132
5,11352,17179,49854
5,15628,5403,29323
5,2348,14182,23355
5,3803,8081,8797
5,4619,4927,21733
5,1347,12859,76246
5,1477,9298,34331
5,17835,12681,76066
5,10910,18949,7597
5,18772,8616,80621
5,5565,2458,19547
5,17485,13454,86102
5,10767,2266,33495
5,12392,14152,7015
5,15209,8239,15170
5,15561,2110,23264
5,12416,11491,51289
5,8569,1666,42851
5,2807,4438,43856
5,7521,9139,60645
5,7878,4819,8752
5,6678,4575,62010
5,13159,1321,29174
5,7711,15127,38815
5,5698,2384,27054
5,6942,7491,53652
5,4466,7207,13402
5,8164,7496,19514
5,14399,18016,56158
5,8659,8664,15238
5,12570,17321,28372
5,16826,1742,8318
5,15659,6084,40458
5,16004,4384,80605
5,1141,12257,47006
5,7370,14410,81438
5,8878,17515,39450
5,6079,4724,33246
5,15671,19505,61056
5,10502,2511,41196
5,17390,5053,72803
5,6459,17985,28394
5,5662,15051,58726
5,11338,14501,58769
5,14099,15036,1190
