rank,source,target,time
4,346,8661,2948
4,15158,15920,33130
4,23021,22994,54907
4,14674,23564,61558
4,19653,24794,7131
4,6100,630,45404
4,7562,896,8621
4,257,7970,37985
4,3584,4228,4480
4,9547,25851,81772
4,15568,15625,8959
4,5523,7305,45195
4,19451,19101,31977
4,4815,124,56149
4,24746,16903,28583
4,299,7081,32723
4,14504,14514,76419
4,17361,18542,9937
4,12317,4219,2208
4,14182,23300,53445
4,783,6203,23740
4,22396,22392,55599
4,14822,22479,82779
4,14976,8154,40493
4,14373,10517,77524
4,7767,16628,52311
4,15485,7156,16457
4,19440,9159,69172
4,1481,1626,22102
4,8631,7325,19400
4,12067,20647,72440
4,20561,17365,29410
4,9430,21823,24
4,12233,23770,58661
4,12290,4175,78153
4,15086,6375,2162
4,18585,7699,4495
4,15462,1482,58835
4,19646,8333,41739
4,7202,205,73709
4,3123,3124,25923
4,22447,8450,84841
4,21159,18502,69790
4,8727,15103,27861
4,804,19006,31760
4,6476,3961,69524
4,14712,14692,24570
4,7496,17554,37866
4,467,4990,5644
4,17245,16618,46165
4,6859,8945,39555
4,6807,12056,67771
4,117,22087,17559
4,23004,13077,58764
4,6479,372,69505
4,6623,15232,2674
4,4916,20926,57601
4,2850,4292,20591
4,18038,10843,51209
4,15292,14171,31234
4,2330,538,72898
4,4662,1260,46683
4,10088,9438,83973
4,5868,1001,83989
4,24013,23708,24094
4,20071,6035,71613
4,23469,8140,53832
4,1254,1255,24423
4,5663,9205,8549
4,1066,4288,80552
4,2557,2441,6509
4,20518,20521,56002
4,402,8085,42291
4,20114,20109,10292
4,16464,14273,64087
4,14425,14469,58229
4,436,4987,56919
4,960,4098,2343
4,20659,25306,44940
4,10091,9444,59896
4,17554,7497,45782
4,10142,10140,27436
4,13503,13502,28972
4,19084,12076,13351
4,2327,688,70505
4,25361,8482,54093
4,9128,23416,74615
4,24563,6299,41049
4,778,5389,28725
4,16602,8875,42213
4,17351,14252,36140
4,9356,20149,6045
4,18614,9267,19577
4,1134,22878,47283
4,22692,19646,85698
4,8999,5458,3819
4,23861,12217,57381
4,9272,9128,35806
4,13347,20932,40622
4,15122,15213,43324
4,2695,24704,19246
4,1216,1728,1012
4,8474,8472,84104
4,13063,12877,23184
4,22926,7234,8784
4,22395,21011,26862
4,8824,598,63306
4,8498,8499,413
4,8162,18590,67466
4,11589,16277,65276
4,8449,16852,52355
4,5313,19115,23057
4,10516,10409,48533
4,6296,7344,1593
4,663,9177,71965
4,4160,4076,11193
4,312,19043,6151
4,14746,23562,82808
4,444,17920,7964
4,15081,7287,12759
4,17612,17511,12801
4,5377,459,1903
4,2951,2939,23676
4,390,11915,40253
4,20686,1074,80107
4,15590,24034,37662
4,25708,21349,70537
4,2723,17127,64040
4,4588,4,18648
4,21084,21072,30814
4,503,270,48264
4,23942,25401,34809
4,6358,16361,66081
4,870,20037,6320
4,7162,681,74457
4,3038,22481,28774
4,15241,4787,28458
4,12225,23688,23706
4,462,762,14483
4,10282,12021,78285
4,4105,997,19168
4,6001,7523,62265
4,6721,4889,43385
4,389,4980,5525
4,5971,615,5789
4,4100,11784,44976
4,607,9309,32425
4,12227,23743,10021
4,10355,17839,76142
4,5261,5333,79641
4,4186,7954,50715
4,16673,16670,82024
4,606,12329,7784
4,17930,17719,37928
4,20141,5649,73189
4,8997,19415,46173
4,21537,21597,4205
4,8056,5361,36781
4,14288,14287,43592
4,20059,9203,20684
4,8411,8407,65246
4,20118,19988,61795
4,22370,22372,72391
4,364,5916,75155
4,16301,651,10374
4,1082,21927,44087
4,552,6144,83228
4,5708,19881,50997
4,17759,9243,70763
4,7915,7912,23408
4,12081,19085,26344
4,19278,15836,9028
4,15608,23239,59001
4,8801,9561,66514
4,5464,340,14245
4,307,8330,51520
4,20975,14296,52150
4,5455,16334,29853
4,20099,5532,1324
4,3202,3129,69567
4,13232,18659,85622
4,17398,17435,13482
4,271,9314,26557
4,10325,10346,38018
4,25000,23484,33068
4,7875,699,80419
4,17219,16807,11925
4,16461,16465,43033
4,94,5291,6624
4,6324,5288,82892
4,23965,24026,1914
4,5288,5412,13839
4,16424,572,74032
4,24709,8620,23809
4,10067,12033,73656
4,7228,77,79009
4,7451,7475,56527
4,16527,9253,84516
4,14501,14493,51944
4,23290,14178,7373
4,20192,20179,13223
4,16356,16396,19367
4,2901,2951,78865
4,10177,21146,49838
4,23351,4975,48154
4,5015,776,67023
4,20909,14274,75232
4,4614,1272,61796
4,20702,20699,19428
4,751,156,60608
4,22965,21093,72464
4,334,16471,57380
4,17572,144,32271
4,3397,12326,35984
4,20048,9011,77015
4,609,16446,36050
4,4888,22209,16512
4,9066,22941,5256
4,8004,8002,43008
4,532,19043,22878
4,8427,8368,84941
4,12989,20701,54665
4,1007,17514,39297
4,7605,7354,76171
4,21636,21239,74556
4,9501,7114,12072
4,12747,16566,59679
4,9005,9006,24923
4,5998,24581,16229
4,226,655,72102
4,24772,2687,62428
4,18052,13592,25454
4,23012,4077,4821
4,290,5060,6678
4,3938,21970,21162
4,20511,17397,50897
4,3927,26094,65214
4,15573,547,38435
4,19453,15561,10836
4,1226,3855,53084
4,16307,15544,28981
4,13108,14795,60680
4,17607,4817,2564
4,17595,356,12045
4,6507,739,32204
4,15884,7678,24731
4,2852,4257,84492
4,10070,10074,44105
4,8673,22,29252
4,17949,17695,76948
4,6916,1020,63125
4,7596,7672,69297
4,12222,23686,38862
4,450,802,25531
4,4904,4899,26803
4,4235,12305,79525
4,9709,9715,3041
4,4088,459,33881
4,17109,17791,64826
4,17227,17437,14452
4,7940,24578,66465
4,6510,739,84820
4,19625,5077,24144
4,4433,3398,58925
4,498,16471,2528
4,18137,14266,59103
4,13488,15928,65484
4,7173,4531,22100
4,4471,15489,46032
4,211,9634,3392
4,3653,19364,2484
4,356,5985,44267
4,16837,9259,13310
4,862,5269,18798
4,179,9005,83761
4,4306,20081,40365
4,7893,157,80789
4,4754,13202,58948
4,6707,13307,39228
4,25222,4994,587
4,14622,1425,13528
4,17616,18039,22123
4,22399,22397,59225
4,6041,19452,33287
4,14666,14470,2498
4,1023,1021,35012
4,19116,22719,70008
4,5833,12993,65346
4,8287,6957,74154
4,604,62,12691
4,46,16343,84078
4,3193,3188,23299
4,24122,17098,37251
4,868,622,70902
4,3422,20423,34384
4,491,5002,38985
4,3721,3724,65197
4,2797,22477,43912
4,20577,17459,45218
4,8413,15726,30478
4,546,6941,49205
4,7688,5609,23184
4,8208,19551,55681
4,25238,12070,2003
4,17479,13628,85112
4,8129,8468,14349
4,15473,7546,5868
4,23194,5152,40236
4,17203,8349,33591
4,254,1158,12678
4,5144,18601,74388
4,9387,5471,31638
4,461,729,1475
4,113,6510,76455
4,15135,13784,77861
4,2808,10905,36254
4,9084,7924,57063
4,4791,1708,83292
4,24494,9442,17878
4,11942,11943,16293
4,332,11595,71153
4,13255,12877,63735
4,7912,7917,14434
4,1418,4617,37669
4,557,20692,36463
4,15916,19310,5777
4,5712,6290,50000
4,3743,3739,74689
4,19549,5096,40502
4,21346,20712,51018
4,19441,25473,32768
4,23148,4137,58728
4,1422,1410,10004
4,20646,12072,50924
4,20658,24284,80890
4,3,15883,12468
4,25259,24377,8684
4,15605,8467,62993
4,8018,8013,37426
4,7462,21039,61607
4,23856,23795,36050
4,3969,4028,63722
4,4139,141,358
4,9363,9353,53617
4,25218,607,84854
4,8647,8645,22649
4,3062,14719,69691
4,13189,13184,27269
4,6516,7642,44491
4,2052,1945,81394
4,23692,12558,40100
4,193,20718,75257
4,4759,4853,70966
4,814,4137,50650
4,6869,12060,18054
4,1504,4801,59995
4,521,356,20684
4,7943,7942,80067
4,7298,18290,22713
4,266,8079,63511
4,18820,19368,35660
4,5974,17921,72512
4,3118,3117,35207
4,14276,16457,61963
4,7891,713,73241
4,374,6181,35143
4,23567,14740,66399
4,15142,6567,85014
4,59,165,30873
4,6191,634,53981
4,22349,22417,70175
4,6587,3805,49491
4,22498,23049,24669
4,1190,1158,14924
4,12221,12659,64020
4,15050,15072,66834
4,739,15482,1303
4,19111,5571,9991
4,17720,23797,28460
4,1496,19330,52066
4,21778,23036,11973
4,11977,13106,85879
4,23772,24095,80176
4,18987,11919,39026
4,25251,12057,11331
4,4112,4147,29861
4,10524,9863,74872
4,20073,436,5842
4,13577,23285,61570
4,84,6004,74399
4,4089,4113,12050
4,714,157,1448
4,8592,9649,15531
4,21974,1391,16174
4,7981,5261,17374
4,5987,522,27677
4,8117,7311,58236
4,4905,22216,56372
4,4661,4686,19467
4,16855,20881,79604
4,22883,1125,21841
4,0,7598,70559
4,24320,24379,79935
4,6829,6826,47326
4,61,15481,65004
4,3848,3841,33220
4,13163,21372,55520
4,6562,6697,25590
4,20860,17358,58678
4,23006,22985,28675
4,23299,14178,71919
4,7197,15481,66082
4,14641,1414,35435
4,443,7183,35947
4,17575,8655,86082
4,21356,21354,5463
4,20653,4964,16503
4,9676,9639,82307
4,16014,23359,30175
4,1472,1474,47989
4,6943,11765,49085
4,541,16415,38730
4,22176,5746,59784
4,7515,698,61484
4,12291,12330,79646
4,21624,21385,4617
4,1562,1472,16780
4,17712,17738,79142
4,7935,698,57535
4,15296,18556,29016
4,4005,4004,6330
4,14454,1093,80775
4,24749,20876,13003
4,20081,4306,83126
4,24100,15682,17306
4,22502,22449,84510
4,582,883,2898
4,6375,17060,54346
4,6609,14290,64704
4,8255,7261,123
4,752,7252,43489
4,725,3966,80227
4,19454,11325,54237
4,18459,7101,21420
4,22872,23612,38319
4,5255,460,4592
4,1164,255,49694
4,1768,3815,63498
4,24593,879,74604
4,6895,17618,15610
4,16392,24532,38898
4,7075,787,41748
4,6798,22473,21942
4,16802,20579,3308
4,6187,7685,69905
4,5292,16268,76761
4,504,9188,73844
4,26064,4788,45401
4,1720,1463,79305
4,485,850,16384
4,15085,397,83774
4,2378,2433,7086
4,14229,2725,31597
4,19288,19286,19862
4,24350,24353,28715
4,583,5074,4707
4,555,599,27357
4,5496,679,85963
4,8693,8904,39100
4,689,382,66993
4,21161,10184,17887
4,3758,4792,21750
4,24141,24149,14419
4,3383,3439,69701
4,24532,24530,66664
4,3703,4785,71251
4,527,24822,44211
4,14995,12695,10845
4,21075,803,604
4,14290,19357,54340
4,181,279,42053
4,3917,18841,35548
4,826,5005,69535
4,21375,21536,8055
4,15058,15069,55586
4,63,9373,71489
4,16030,16071,2934
4,20106,772,34849
4,9685,8721,78383
4,15678,19593,66974
4,923,924,31862
4,23468,8195,32926
4,7647,961,53501
4,15250,13775,47656
4,8132,20628,18578
4,2919,2883,62965
4,2939,2934,38217
4,1139,14790,57984
4,6454,7600,51571
4,15777,17488,59460
4,10842,1005,52773
4,24075,18542,24882
4,5566,7010,27415
4,10401,10406,17379
4,17213,16874,80148
4,8779,10055,55916
4,19604,552,78548
4,9035,5552,20346
4,15009,2043,62388
4,14299,18041,39961
4,894,5231,14352
4,17137,14217,54579
4,20507,17397,52455
4,4299,14832,63351
4,21347,20792,24179
4,9059,9058,60993
4,15522,15524,35237
4,24029,8172,69586
4,16295,22957,47511
4,22207,12835,1
4,3906,1507,83313
4,16377,655,5385
4,3728,3724,30177
4,6007,6984,78317
4,20148,625,60641
4,24674,22407,80892
4,1208,3829,2399
4,9656,16597,71895
4,11953,11950,3099
4,19255,1513,1915
4,8588,9599,18265
4,7394,13360,19960
4,17478,16035,38316
4,458,16335,74255
4,5048,329,7728
4,5838,715,33224
4,24473,3985,15140
4,19619,6423,28668
4,377,850,79316
4,865,20028,34063
4,15575,547,50948
4,12900,20915,11934
4,16658,16708,4056
4,533,11895,66637
4,942,1596,37793
4,20954,15155,74330
4,13540,21594,59236
4,1577,18832,65506
4,17632,9839,52355
4,10071,10538,30934
4,16220,20827,5624
4,12613,12716,44264
4,24606,22690,31924
4,7664,8024,28143
4,14278,15146,24879
4,8799,10322,21714
4,19410,8994,35156
4,20660,17662,72597
4,9670,8725,25574
4,9289,18457,26211
4,3201,3204,77150
4,25386,12239,33533
4,12862,12864,78183
4,7134,6971,81774
4,15431,1435,43757
4,5141,19898,83251
4,9198,9202,37532
4,19099,19098,2432
4,810,15527,43191
4,931,927,11615
4,4778,4775,6463
4,3374,3415,42261
4,20423,3369,9185
4,916,2319,75677
4,325,4982,18237
4,279,20087,40102
4,20101,20096,26144
4,17486,5882,63216
4,24790,24693,57115
4,4912,19301,37242
4,8333,24603,40778
4,25018,20197,54840
4,3837,1450,40324
4,5124,616,12753
4,4055,778,31926
4,23724,23899,2368
4,13501,15240,15497
4,4122,223,43154
4,1558,1553,8305
4,19884,5707,10586
4,2497,14525,38230
4,6997,7247,73446
4,721,7874,54734
4,5260,7980,81841
4,1642,19327,33016
4,11990,3600,38778
4,5909,5911,62262
4,882,6005,81989
4,7355,7608,18081
4,858,20079,85071
4,17483,5917,52412
4,5815,16141,27779
4,15100,17064,30042
4,8590,25623,2741
4,22380,22384,83260
4,20714,20711,82902
4,20164,10334,14270
4,20121,5695,2366
4,14999,15072,14635
4,163,551,37797
4,15603,8487,67478
4,22428,15938,33498
4,23443,17093,78717
4,1605,19337,36871
4,10074,18497,4038
4,9276,547,4419
4,4298,12056,31645
4,14483,14582,74652
4,15439,24230,62365
4,21147,21050,36878
4,1375,1307,47585
4,20469,23175,40331
4,22991,4241,22739
4,24815,24803,41329
4,17844,21139,12129
4,17566,7004,38753
4,23682,23733,43133
4,15888,23463,45998
4,19890,18595,13545
4,7653,6314,80083
4,432,925,32666
4,15408,18882,37911
4,8990,7570,54089
4,15148,14285,47810
4,630,15489,16526
4,212,5403,47970
4,4579,3654,24790
4,6570,6597,3601
4,1728,1220,4305
4,6966,270,45860
4,9842,9845,63781
4,22369,12739,22437
4,3819,941,28198
4,20173,20174,59631
4,14185,18078,30122
4,22977,23008,52866
4,60,7197,70986
4,5569,20004,69784
4,7649,6313,13306
4,597,2352,2682
4,15685,15682,43695
4,14673,14747,18371
4,9400,7288,80157
4,6904,7033,5999
4,18057,16652,16170
4,7965,6479,25135
4,9652,9647,22367
4,2823,20852,1201
4,5863,16213,28203
5,1604,1610,74408
5,6320,6319,38732
5,19983,20006,81477
5,16978,17117,32556
5,5583,6005,61635
5,19350,5,60897
5,9250,17817,23199
5,641,1367,6825
5,986,17161,27893
5,5053,5004,5191
5,19443,23453,40933
5,20882,24742,18214
5,16870,16873,49467
5,17252,8402,18340
5,24588,875,10569
5,654,8212,31360
5,7871,5584,37836
5,2842,2823,26064
5,8441,20888,52036
5,697,206,60773
5,6368,7236,17728
5,6199,6198,7768
5,9611,9706,76866
5,19427,280,54505
5,8089,70,38625
5,15704,15710,74975
5,6065,516,81940
5,3340,3144,67976
5,14260,8017,81742
5,8849,56,53839
5,891,6520,62974
5,25320,25238,57614
5,682,19404,10521
5,6619,20955,25511
5,10231,8266,42891
5,8282,24599,74310
5,953,19669,67514
5,10709,3549,23247
5,8506,22630,40936
5,22285,8847,49984
5,22352,16542,10540
5,3610,3204,73000
5,2400,23577,38246
5,577,261,78278
5,6006,880,19035
5,18042,18048,44238
5,901,360,69452
5,23686,12659,8544
5,5986,208,82565
5,9053,7560,55381
5,8450,4155,62468
5,8485,8169,4520
5,3595,11963,30765
5,22341,9361,72269
5,15245,15239,6289
5,769,5405,43433
5,21121,17839,36915
5,17341,6549,72645
5,708,6097,64719
5,122,7644,59898
5,16011,12817,26045
5,20905,20903,40155
5,7864,254,33485
5,396,7219,32229
5,6575,730,57155
5,22988,23053,79971
5,17218,20582,55368
5,8609,10059,42156
5,673,6256,17047
5,166,5996,78671
5,17117,7253,25334
5,1033,2691,77468
5,20338,21619,4205
5,9557,17841,85163
5,4113,915,48822
5,9691,9680,3874
5,5659,9020,80913
5,1039,438,25784
5,21088,12958,11038
5,553,6083,79388
5,8591,22336,70040
5,1819,1593,71111
5,8040,815,45138
5,7219,396,73360
5,8296,115,83864
5,405,897,42981
5,15898,15902,58297
5,15372,7358,360
5,7758,15300,2098
5,9584,9657,2022
5,490,7226,100
5,7083,29,56304
5,838,101,60755
5,15903,15149,17478
5,24614,15007,75614
5,23152,22449,81465
5,17772,9549,41321
5,883,5643,28705
5,4481,14438,35226
5,5836,192,38129
5,1344,1348,50471
5,21608,20336,1644
5,8594,22340,50261
5,6353,22,30192
5,735,7911,3601
5,26006,984,78644
5,24812,8268,82728
5,372,23056,37826
5,403,6130,32347
5,22373,22379,67328
5,16730,9256,68444
5,6589,4580,32721
5,14269,17686,72927
5,6382,600,85870
5,441,19419,71185
5,738,6334,73318
5,320,7498,28319
5,5860,5852,55493
5,7168,16266,18324
5,21213,13140,22301
5,22473,6803,43418
5,22987,20383,64282
5,301,7148,59420
5,15463,290,41514
5,21562,20328,68080
5,1125,4207,67621
5,6536,6533,85942
5,471,20098,16024
5,8992,336,5587
5,9146,9269,36738
5,22451,2339,25476
5,8815,15094,30596
5,932,935,44036
5,7222,7085,24211
5,3212,3609,75571
5,11980,14798,53771
5,14247,1188,72872
5,12235,12229,2387
5,480,5405,17867
5,15908,15225,29931
5,15043,15042,52612
5,23381,23365,82809
5,10081,10288,21569
5,22345,21016,4983
5,8496,8119,17530
5,183,7866,56329
5,13035,16112,60986
5,19980,20114,82100
5,14608,14613,19874
5,596,689,61659
5,7329,983,82631
5,8696,9224,52024
5,20891,20889,70064
5,7929,7924,49348
5,16735,9257,4166
5,7579,6105,61143
5,9491,170,8894
5,17716,17742,82938
5,16191,20803,72133
5,314,489,74073
5,7198,7639,26362
5,3592,11946,64899
5,22086,22082,10313
5,7961,537,85116
5,1711,3695,5277
5,7953,20368,930
5,21035,21037,27529
5,17454,4900,40854
5,19969,18585,20364
5,464,7180,32334
5,337,255,59235
5,1133,14794,71885
5,16643,17374,25320
5,761,19607,22242
5,699,698,26436
5,1632,3844,69723
5,6934,5300,25642
5,381,892,47391
5,5038,5035,1314
5,20155,10322,73074
5,139,5280,6867
5,24768,1024,72347
5,78,16442,71129
5,3828,1614,19318
5,5315,22058,26665
5,5412,4044,32156
5,4227,4231,58831
5,10289,21048,73635
5,840,7432,2106
5,850,574,56589
5,7010,5115,50290
5,819,6421,65004
5,8618,2686,5866
5,4585,18567,15128
5,8487,19970,25310
5,843,189,79223
5,5944,5828,49909
5,24785,24791,72713
5,513,26018,36641
5,700,6165,65205
5,17796,24126,28576
5,15284,985,47517
5,24574,6168,50505
5,16308,7,49124
5,16801,16802,68656
5,4126,724,37709
5,911,15549,75385
5,1272,17683,53507
5,23723,23713,18814
5,13254,12875,57433
5,6567,6564,66014
5,13072,16112,13667
5,2698,2693,10209
5,19610,9319,37757
5,8879,9672,7579
5,22356,9664,86114
5,6636,4790,12993
5,153,22063,68612
5,8044,651,18005
5,17513,17342,29041
5,16680,17352,50450
5,4296,4301,76245
5,7014,669,24091
5,14642,1271,38064
5,912,4117,57598
5,1583,18999,4756
5,2724,8619,44377
5,726,21087,84948
5,7985,544,44273
5,575,7194,85263
5,26046,5972,33597
5,6307,721,22135
5,980,7330,72649
5,5562,360,51541
5,10515,10416,45007
5,624,284,21886
5,20611,17437,81427
5,5462,788,13045
5,20158,10359,57660
5,97,355,76288
5,5612,6533,69105
5,23368,12081,15470
5,7281,744,25336
5,466,16012,68964
5,3220,23616,75790
5,14231,2726,54148
5,4219,3587,53842
5,14594,4655,36247
5,12738,22335,85109
5,96,637,40498
5,16616,23265,39243
5,21175,21150,26527
5,20712,20715,25157
5,131,7314,45663
5,2936,25303,23212
5,15270,2694,76870
5,16089,4754,2186
5,5440,5624,33226
5,23495,23809,75300
5,561,2487,27365
5,23084,5094,477
5,10381,24646,15600
5,19039,7488,11397
5,580,8598,64898
5,21092,209,65625
5,305,152,53737
5,19355,15895,19738
5,17151,17212,79728
5,20677,20684,70798
5,18515,3220,63372
5,20109,20115,81365
5,7276,7283,19940
5,9719,12157,69893
5,3563,3387,41220
5,4101,61,63938
5,15160,15156,30035
5,8931,9591,81798
5,14650,15630,50805
5,7553,6328,77653
5,9364,7443,43209
5,9225,8696,42666
5,80,6430,71542
5,17560,467,64567
5,12316,3401,20714
5,21675,21602,58979
5,616,5418,5580
5,19122,20093,41675
5,19639,382,38764
5,2384,2377,53893
5,19,2534,21620
5,5478,354,1437
5,5355,4187,38568
5,20551,5967,4532
5,12147,6560,7786
5,24681,22400,82914
5,13183,21216,33267
5,14170,15291,50801
5,20927,4877,26338
5,20093,19121,78789
5,7292,7369,63618
5,15584,18604,34727
5,23,3366,10077
5,8605,9869,47106
5,21151,21273,35517
5,13640,13637,42381
5,399,19450,20078
5,15113,6864,18591
5,22974,22971,33533
5,20104,5532,31427
