rank,source,target,time
0,11373,353,17432
0,23276,22374,35806
0,17283,15150,74050
0,13017,6133,9515
0,3529,931,72677
0,19716,3853,34180
0,25999,9535,37744
0,7613,6728,5583
0,18864,22644,37166
0,8456,4575,70341
0,7207,7126,80242
0,25768,23459,24208
0,239,25888,40312
0,13487,15278,82650
0,5071,6248,9327
0,18547,5647,62297
0,681,7497,31748
0,6463,16838,40988
0,5699,5863,4067
0,19671,16076,4170
0,4505,15802,66374
0,3393,16536,6298
0,2114,18229,14300
0,22184,5379,69850
0,19514,20560,39989
0,2473,17081,1877
0,1180,6279,65488
0,20355,18774,41501
0,584,23170,82688
0,3673,5544,73823
0,8572,9227,14440
0,4494,21910,86104
0,1286,12102,69176
0,8281,19035,24409
0,1275,12422,41504
0,5895,7650,83392
0,12334,7271,44856
0,17002,10427,10944
0,3644,8569,76174
0,4876,12417,71766
0,7691,11867,33632
0,6815,2263,65617
0,3513,14913,78168
0,8916,7706,80848
0,25993,18579,30696
0,4362,5542,4235
0,25489,6089,86322
0,4182,5044,29245
0,19126,22206,19419
0,12604,15480,60316
0,23558,20871,49065
0,13603,18611,28023
0,20353,8355,82140
0,19925,1963,64933
0,755,3089,30316
0,1129,5528,76422
0,5068,24820,22266
0,6430,11338,74109
0,25316,19003,62142
0,24559,24705,4568
0,25945,20827,13425
0,1073,6050,37012
0,6652,23349,75574
0,7143,4372,63197
0,10732,15100,8178
0,15738,21347,3071
0,4350,7764,449
0,2319,541,71961
0,18400,805,42736
0,8008,23345,8304
0,18205,11550,19567
0,20913,25821,35776
0,23463,197,59261
0,13075,22432,77202
0,6670,5760,75759
0,17177,24135,18644
0,14953,5648,45931
0,8913,7155,29740
0,7190,10918,85007
0,18208,17286,54486
0,10279,10286,46536
0,17398,7445,2218
0,16084,26058,63800
0,9533,10468,15933
0,11283,19189,84514
0,16970,4575,64120
0,705,9202,73531
0,19651,11867,2411
0,25368,18006,42840
0,13812,13629,13940
0,18306,22097,78613
0,9842,8555,15498
0,17799,21370,15753
0,25580,7708,45978
0,1704,25965,30531
0,25750,20307,43886
0,14624,7567,29659
0,22509,12861,59987
0,8322,9257,19708
0,16759,9047,68895
0,3838,20485,55440
0,19196,9385,43930
0,4228,24179,84383
0,5233,9911,3219
0,14436,16270,3913
0,22760,9517,2608
0,20883,1346,39510
0,22183,15693,13805
0,6840,1063,85076
0,5533,10236,5013
0,2127,4760,34967
0,15146,4576,31025
0,17457,17768,19910
0,17572,12507,36216
0,7655,9814,56934
0,16861,14378,600
0,8850,9698,42480
0,16255,11599,1909
0,18532,21208,52061
0,3500,9214,22024
0,12304,7698,49925
0,5432,1375,73626
0,22627,11627,21784
0,5646,16026,18467
0,25602,16035,79490
0,7453,2066,53182
0,23441,24210,28198
0,23361,6172,41215
0,14605,15357,8981
0,1123,23973,3677
0,10910,16102,56421
0,18650,20020,50600
0,19677,6688,58251
0,2128,581,66574
0,275,3649,64201
0,14255,10053,1562
0,15777,4505,27807
0,10158,5870,46146
0,23823,21030,12940
0,11040,826,50010
0,6804,10367,26305
0,21010,10137,47164
0,3051,15417,71032
0,25207,19770,60929
0,4127,16951,55043
0,19114,5032,36133
0,12546,22253,1886
0,11399,5304,76062
0,3727,10020,46106
0,22286,8419,80017
0,15118,26082,18330
0,15232,2392,63541
0,5836,7833,16203
0,1272,18902,212
0,662,6971,62360
0,8337,4788,11836
0,25827,9475,6906
0,3300,9838,15289
0,19545,1567,32208
0,14612,9021,33920
0,3307,17172,75732
0,20382,19042,31205
0,12223,24758,59216
0,14475,10475,32886
0,12029,5022,37604
0,244,16689,5589
0,23755,17078,55850
0,5777,4906,9815
0,6167,6168,85588
0,15157,7460,5067
0,16763,20572,26073
0,25648,21763,20541
0,11756,24577,41076
0,2366,5061,84438
0,23597,3447,46839
0,4929,8129,24507
0,3077,11104,6798
0,10695,15897,78812
0,10612,17314,18943
0,9278,4013,12674
0,15304,3160,53139
0,20006,10026,65497
0,14566,10317,7663
0,20181,6922,24645
0,20167,17698,86220
0,14405,23426,18648
0,9650,7803,52192
0,16929,16868,68781
0,5109,4106,78719
0,11933,18939,4956
0,12384,10429,4621
0,10858,10893,53319
0,9878,16542,33985
0,12087,15807,36264
0,1386,3900,68926
0,9338,8175,41031
0,13139,12651,48592
0,11160,21878,62251
0,11273,20113,4146
0,23423,16292,52334
0,3809,7574,68289
0,23175,1833,8840
0,3087,18824,28963
0,4092,12699,8371
0,20342,5134,55329
0,23197,16612,76737
0,4207,317,67945
0,22481,734,6763
0,25633,15439,15689
0,10043,6969,70116
0,13555,25820,24952
0,21952,23696,59490
0,7388,23908,6673
0,9663,9645,76063
0,9234,18275,5948
0,22900,20000,57391
0,9724,11430,60411
0,1092,3294,51923
0,12592,13141,45388
0,3564,3431,81506
0,17246,14925,25441
0,24193,15564,78898
0,14356,2071,5665
0,23904,8099,72155
0,10707,2437,64361
0,13244,7992,54172
0,12910,25036,57242
0,1389,2742,82016
0,15448,18869,35694
0,1025,15171,8772
0,16197,18522,29200
0,14533,6043,15335
0,19083,3911,27750
0,1721,4653,30641
0,13589,12579,23584
0,17963,10748,21672
0,7654,16791,35005
0,19154,246,68446
0,23641,9689,72575
0,20525,24108,37638
0,8184,641,47629
0,2362,6303,38824
0,23303,7799,76638
0,13160,3207,11245
0,7208,4537,76181
0,16478,8232,59161
0,16063,15001,23880
0,20298,19118,76425
0,18017,6267,56189
0,9602,12850,41549
0,9837,4380,60152
0,24833,8935,32411
0,13786,3356,57738
0,19578,18614,59060
0,19311,17208,86178
0,14354,2486,50325
0,302,25719,53090
0,9300,15797,34459
0,13157,3723,82341
0,15199,20032,55037
0,6824,18405,38277
0,1193,19344,2594
0,23015,3283,12387
0,7491,9609,61627
0,25815,17930,54824
0,11995,4176,20671
0,24289,17057,75901
0,1157,8053,47564
0,20691,16743,69981
0,23932,10040,73107
0,1241,1122,77219
0,26116,1700,35162
0,19053,18171,65470
0,15335,6283,64722
0,22203,5754,51364
0,16261,13116,74687
0,16887,23274,10327
0,9419,12384,74294
0,10004,2904,69212
0,25557,14370,71532
0,5020,14748,29209
0,2885,6601,86350
0,21555,20431,16271
0,9868,3697,29687
0,17845,18002,57372
0,25498,14228,65626
0,14891,14570,9497
0,4151,25221,23799
0,20893,15007,3500
0,6318,25746,18073
0,14837,21555,73569
0,5879,6819,7794
0,25405,21456,47051
0,13676,992,53622
0,16739,3661,3109
0,15473,14161,69304
0,18045,16241,54145
0,2514,18607,71055
0,25947,7242,1744
0,1401,26111,65868
0,280,12403,3239
0,19652,13558,67627
0,18215,251,39869
0,18430,4858,82580
0,8576,25841,27204
0,3754,13494,1131
0,21923,5964,35159
0,1893,11677,4133
0,23147,8017,33903
0,617,15834,15291
0,22326,6869,29477
0,20885,4292,76038
0,11181,1501,52804
0,12488,12753,14594
0,14294,22995,79040
0,23236,15066,25808
0,21482,12861,29020
0,12743,16948,29068
0,15140,7549,15098
0,9128,13057,34795
0,16585,26017,73307
0,16297,18007,39778
0,9616,13784,24167
0,18833,3681,27269
0,23908,22303,31871
0,9422,19087,3937
0,2548,13301,74025
0,4620,23554,69929
0,25914,15199,40028
0,16605,23644,21069
0,22943,18534,2206
0,14454,19382,41853
0,7655,15119,37264
0,12343,16113,66776
0,7239,1495,22578
0,7198,10965,6536
0,11366,24145,64642
0,23817,13394,27002
0,4227,3375,68480
0,9485,1945,79348
0,21177,12091,54788
0,10950,18361,14759
0,6985,21646,51780
0,24834,18879,24801
0,22623,618,46316
0,15120,7714,9032
0,6451,23982,2823
0,8971,17654,47251
0,26122,20669,38091
0,16032,7430,38394
0,20635,13800,8866
0,14921,7943,53546
0,16729,11686,44182
0,15704,272,68060
0,10506,23867,42720
0,23958,18063,60920
0,18542,1018,33864
0,14884,4847,42651
0,23173,19128,68963
0,19390,7991,3982
0,23635,19899,61640
0,12693,13175,63156
0,10295,863,16704
0,10439,29,27242
0,22707,22257,78334
0,5296,24122,49608
0,19172,23110,73216
0,23451,16488,14203
0,11559,20810,85021
0,19588,22144,65146
0,12568,11337,63294
0,22179,25731,19914
0,18822,17724,52553
0,12187,13029,57916
0,14365,5157,49143
0,14794,16780,73908
0,18983,11563,52647
0,1238,6997,16430
0,7471,14905,9812
0,14299,13146,69933
0,24197,19372,35709
0,10298,9071,52014
0,6868,23205,72817
0,8981,13348,29926
0,22916,26005,67316
0,23377,23342,4400
0,17259,16333,32084
0,331,20496,9213
0,9819,12420,79632
0,8321,3407,58653
0,19622,24440,20355
0,18200,16135,35407
0,2350,13235,41593
0,20380,5550,44555
0,23729,2017,22795
0,5476,1742,83893
0,24323,17772,56701
0,14399,13757,49136
0,4307,12158,64339
0,25730,24323,79101
0,974,9052,82071
0,3656,1759,33724
0,11989,6522,26879
0,5928,11690,52971
0,7820,2419,35721
0,4570,20407,42276
0,18541,2380,49687
0,15396,14298,62615
0,18230,24,14538
0,15801,21578,65698
0,7793,14432,27971
0,14550,23637,45755
0,365,6755,74842
0,6530,24065,37425
0,12768,3101,46165
0,16726,8153,69520
0,4233,12232,2903
0,8623,4332,43271
0,9532,8944,42080
0,25475,19440,84390
0,7044,21194,35633
0,5430,13238,31553
0,1489,17549,83320
0,24353,25213,67707
0,3928,4220,32134
0,7161,15203,53720
0,24145,14500,15233
0,2,17819,13050
0,11443,19776,1716
0,8108,15312,55714
0,16300,20750,34367
0,12802,7929,29987
0,13218,7469,81647
0,5070,19067,19414
0,22338,3504,53774
0,16350,6369,16945
0,8026,5906,51231
0,21950,22368,80779
0,22506,4533,16779
0,11135,11977,80295
0,19190,16954,19067
0,19029,86,173
0,468,24548,71949
0,14891,9937,46163
0,6135,22114,57497
0,15413,9524,55
0,14241,1557,23440
0,11718,6523,75248
0,23209,18242,65853
0,6615,13397,60357
0,2132,21717,7403
0,12976,18784,55778
0,4660,18338,4001
0,8199,20757,67586
0,256,3091,27884
0,14972,13665,75055
0,17621,14787,14061
0,5066,3962,45407
0,23640,13198,55300
0,14497,9582,56956
0,7265,24033,64422
0,15316,12609,76934
0,1650,19536,74481
0,9580,10646,61977
0,16043,7373,50938
0,22356,3476,27003
0,10312,19882,33007
0,2963,16294,17892
0,4198,17699,24691
0,11161,21885,82327
0,23490,1147,8383
0,14304,10857,47910
0,19327,4677,57559
0,21316,50,82082
0,3133,5397,52926
0,3509,15587,77892
0,4137,13552,26409
0,4567,16595,76878
0,8416,24305,41101
0,16408,12485,27301
0,12350,1250,59073
0,18852,13161,49547
0,23523,10575,79898
0,6679,23434,1445
0,10456,1107,68062
0,16504,7621,25411
0,17294,13726,50589
0,25739,18779,81450
0,14526,16822,62886
0,11772,5901,80636
0,3624,24151,17058
0,3730,9565,68669
0,21397,19207,67966
0,20932,24717,20667
0,5875,102,14074
0,7490,1605,26920
0,11936,19221,51693
0,21455,25189,50713
0,15897,25811,1516
0,3183,508,65957
0,529,14303,45936
0,12037,13725,23709
0,14780,18313,45462
0,24823,4681,18724
0,711,15930,20385
0,16907,16833,79096
0,16129,10447,8681
0,20916,16996,80799
0,16625,5203,64591
0,17623,24054,3146
0,4199,9298,67201
0,271,12747,38908
0,10264,15409,50173
0,12714,7816,27258
0,17466,22697,22308
0,4482,9071,53367
0,19208,3237,9415
0,22650,6649,41039
0,2341,18623,61087
0,16519,10338,37933
0,25038,1543,62504
0,6258,17358,7658
0,9049,3504,4617
0,5545,2966,42440
0,9022,1006,42611
0,14795,14423,39501
0,21355,16872,16371
0,20522,4586,85851
0,21041,13134,26346
0,2951,16999,18914
0,8180,12772,55812
0,14467,7883,40770
0,9454,14710,63242
0,25402,3907,65370
0,3721,25881,37556
0,9300,9508,43816
0,16611,15165,31212
0,20,21125,5344
0,13042,17314,19622
0,12372,12910,71594
0,3888,19014,68726
0,12435,9378,37221
0,2357,9172,68124
0,8344,12796,55481
0,5151,13176,31941
0,17039,12124,673
0,617,5930,83955
0,16578,4997,63295
0,7195,230,44109
0,16144,9524,65566
0,10748,6886,46465
0,18372,9391,60840
0,3287,3655,34270
0,13256,521,7387
0,6858,26120,14116
0,10279,12455,60032
0,7474,24143,82664
0,5198,7806,7946
0,5067,1464,75625
0,9714,19602,20391
0,12751,7426,27969
0,8023,18441,45126
0,9004,10670,70898
0,15324,16874,66060
0,24645,5267,38753
0,21128,15734,47559
0,22171,2115,11445
0,3744,14447,80523
0,13654,11375,5303
0,15598,8233,31626
0,17221,17835,63010
0,15617,1559,65579
0,7447,22633,38826
0,589,16215,37307
0,23649,3561,22965
0,38,14808,39866
0,13754,834,53417
0,7209,3540,57822
0,1279,5803,22853
0,8402,20791,35929
0,6432,210,51300
0,3615,20452,65631
0,4970,20635,80152
0,1527,13648,61656
0,9134,25001,69104
0,7575,14991,23026
0,23003,6516,85955
0,19714,4844,81486
0,4019,12357,30418
0,8277,4299,80702
0,25872,7586,29127
0,5405,3916,3867
0,5616,764,28901
0,18908,17616,43399
0,523,6780,53144
0,3460,23320,39634
0,16528,9562,86024
0,23068,25944,50736
0,9244,6337,38375
0,23251,6998,23922
0,3151,23298,48444
0,14764,22132,26307
0,14745,9501,32454
0,10362,6781,45501
0,8582,12001,26029
0,9225,4545,62121
0,15732,12104,75444
0,973,19231,15305
0,23028,25793,4674
0,6549,3720,11995
0,5323,11021,42437
0,19365,6854,46112
0,3589,22922,36129
0,3549,26062,31901
0,13119,24559,37408
0,8727,22493,52370
0,1681,14693,32646
0,769,5315,34661
0,2671,22900,16096
0,5990,16574,76011
0,196,19343,23482
0,15381,19179,46687
0,23879,7941,36191
0,11573,3849,50664
0,1342,23688,6810
0,8787,17923,2609
0,11329,7368,2431
0,19905,20556,40823
0,13201,18900,48062
0,5450,7482,68678
0,2462,17999,545
0,7838,7892,48975
0,6323,17980,40446
0,12948,3714,5453
0,11172,11677,17713
0,4257,16078,85539
0,11320,18072,57715
0,6358,4519,33688
0,5546,896,49226
0,21213,22358,51054
0,14885,16238,60685
0,5459,3013,24634
0,1718,25536,81939
0,2722,16424,25464
0,4005,15909,39050
0,2827,15065,53775
0,9437,24359,21709
0,15626,13797,149
0,11936,17077,73377
0,12040,12336,56125
0,23124,6022,36757
0,24539,3030,16537
0,16725,5270,44976
0,6523,2062,25070
0,1302,18018,35848
0,20714,9607,72493
0,9896,12153,75165
0,9291,10052,86096
0,13646,26050,31556
0,3521,2050,39225
0,21502,23242,44323
0,23681,6631,2553
0,9569,23626,43795
0,24365,13521,21079
0,18384,3618,29066
0,21780,17506,80202
0,20970,24620,84044
0,7942,12270,57424
0,16550,10196,22883
0,16601,8310,33880
0,5518,16357,65860
0,5762,19274,28409
0,9163,16996,67892
0,19444,20077,11777
0,25996,18826,12766
0,16211,23433,15590
0,20313,8288,32505
0,23241,12041,78552
0,21497,4306,21797
0,9970,10637,37552
0,2018,25212,13860
0,1794,5556,12429
0,19331,10209,29621
0,295,14937,48036
0,11434,10282,39294
0,25188,10134,64898
0,12535,22465,35126
0,3647,22929,11341
0,10295,10772,73573
0,11697,18458,72444
0,18464,4700,63482
0,4673,11291,7271
0,13682,1682,29090
0,6860,14212,41066
0,11950,14743,43468
0,7908,13178,57091
0,13799,19924,44591
0,11312,25016,38128
0,501,11134,67315
0,20603,17938,44459
0,18617,3518,10262
0,6026,20139,76053
0,26128,25944,69806
0,9005,14876,56279
0,17976,154,72117
0,1827,17831,22256
0,23296,7343,79178
0,12551,23442,23349
0,7143,13702,46421
0,3600,7714,42880
0,19296,25619,24338
0,25466,3151,35352
0,21349,25760,7103
0,2971,22161,61962
0,7714,4957,73959
0,887,191,50855
0,23362,7528,79933
0,4895,5819,82956
0,16090,1289,58164
0,21438,4041,58385
0,11779,11563,7357
0,17124,21536,55164
0,12189,13724,45913
0,24167,4624,10510
0,8896,12407,67352
0,3266,4970,14438
0,5995,17932,2502
0,2230,17438,17416
0,23949,5329,65475
0,3365,10511,77119
0,15935,13495,82708
0,5304,8490,35143
0,12811,6423,28510
0,16622,13256,66137
0,25680,19116,37962
0,25762,10564,73445
0,13076,5891,46218
0,6263,18435,25266
0,21516,3810,6211
0,6905,12678,13512
0,17646,20388,17159
0,14500,13047,40435
0,9201,4173,67767
0,5925,5004,12335
0,3088,21818,62615
0,1735,2846,28402
0,11561,6411,45227
0,14630,11915,44985
0,17317,11709,65703
0,9627,2660,76521
0,9717,11669,67612
0,15448,22065,69367
0,25281,21946,26693
0,12795,22362,23006
0,23753,22430,76613
0,1222,23009,52346
0,2821,25259,29138
0,22340,13476,33457
0,8961,11347,35459
0,8626,12241,31370
0,10487,13214,19330
0,22321,1332,55666
0,1095,3842,28655
0,15024,19058,75390
0,24104,17753,66944
0,15892,10137,71074
0,8065,13082,77474
0,5011,10484,77117
0,7142,25637,32182
0,22933,3249,65524
0,11970,5508,79562
0,18848,7604,73941
0,9643,147,55898
0,22077,8422,62075
0,9744,9675,2868
0,19047,9692,32805
0,22210,11158,74145
0,12369,20307,75064
0,19629,10756,41971
0,25800,12231,15222
0,8702,6513,74027
0,23935,7607,25163
0,6139,11186,85835
0,24174,20395,7378
0,23692,3986,59914
0,5583,13123,19511
0,2777,9448,3783
0,12985,8205,56413
0,6963,18918,71943
0,18421,25985,32002
0,8424,3808,15631
0,23781,24107,16307
0,3267,25961,79942
0,19680,15908,65786
0,14487,3905,24145
0,8137,5905,59090
0,1079,24830,15340
0,5352,10596,67689
0,13576,7930,54809
0,6585,317,22285
0,10920,21665,39964
0,24200,2771,39210
0,24981,7879,54935
0,24723,2971,11800
0,23752,931,27858
0,11920,8414,82530
0,14739,19153,3511
0,3817,20115,6118
0,25559,24853,1969
0,12545,12823,19271
0,3375,10905,11653
0,12843,9002,75885
0,404,2878,34467
0,17418,2040,8978
0,16885,23234,73319
0,23895,20032,58783
0,16779,17528,27780
0,8770,25697,51764
0,11886,13285,38608
0,22031,24369,68783
0,12271,14825,58295
0,7000,15730,11854
0,4839,14790,47788
0,4784,10054,53920
0,1433,15996,58373
0,2704,18362,84788
0,8538,22136,44749
0,23324,18626,83065
0,23749,11701,3548
0,20024,21152,58795
0,13190,16714,76565
0,10763,8391,72998
0,8369,7268,3325
0,24607,21965,41693
0,7707,19646,84895
0,14290,8645,76612
0,8201,6544,74348
0,20691,9345,61353
0,21721,1238,54697
0,23314,8256,49873
0,20581,6129,73899
0,20038,20637,17429
0,8832,5081,76451
0,9031,14642,64072
0,9534,18564,70108
0,17610,12027,68415
0,21273,2037,18411
0,21812,2986,11639
0,1548,11413,4814
0,22617,15892,14904
0,329,25753,36935
0,25288,17214,75969
0,21363,1897,26569
0,5449,5715,1210
0,22059,24310,27732
0,5720,18604,79170
0,7248,9741,57374
0,3391,20604,7643
0,14606,15151,17288
0,219,21930,80422
0,9945,16279,52838
0,20818,16343,84971
0,22522,23947,66742
0,20077,10173,78675
0,8459,7402,44698
0,15322,15180,31880
0,22413,12196,11817
0,25869,15470,3016
0,15509,12859,75301
0,13668,6054,8301
0,16474,6150,57315
0,22209,1739,14403
0,25341,3814,80908
0,22371,1517,357
0,711,13187,30038
0,6770,6576,86241
0,2470,7056,75704
0,23853,21713,24590
0,7681,8311,45694
0,10151,18829,30011
0,5872,12511,67037
0,3702,11035,31818
0,22930,21175,53772
0,2387,4656,76585
0,18230,448,23277
0,15480,4266,16000
0,4441,16307,59347
0,11127,8955,65769
0,1717,2339,27299
0,4308,6699,47137
0,8689,4539,65868
0,19527,20486,52690
0,12351,25291,57534
0,5260,10432,25351
0,9746,4293,33984
0,20477,15266,42905
0,15497,16492,64022
0,23128,7935,48822
0,23412,23403,60140
0,1160,16200,74284
0,18544,3367,30028
0,14425,24048,26995
0,20347,14911,15922
0,5345,16060,18367
0,18580,18056,77576
0,1673,306,44593
0,176,12876,63301
0,2730,19971,31577
0,18204,12133,54806
0,14745,558,73945
0,16954,6947,35783
0,19734,21393,4165
0,3303,26037,86263
0,7277,5066,63909
0,9884,22545,47259
0,14877,7539,59896
0,23146,15418,54761
0,13312,20867,17501
0,13350,15111,41305
0,6906,20688,3013
0,2706,9118,48784
0,13167,5173,64747
0,2924,15933,26638
0,9360,3510,30946
0,7438,2007,31268
0,23289,106,61845
0,12610,3030,54616
0,9156,7547,54306
0,19450,9027,68274
0,6851,12,49113
0,21060,3896,78594
0,12469,8047,60518
0,1159,21084,9110
0,1325,21576,44943
0,2752,12191,70707
0,17580,680,29189
0,4079,17440,28563
0,18623,7950,50583
0,7593,21986,53223
0,3440,23948,75824
0,17802,8226,32221
0,7141,8588,83471
0,16594,9705,39964
0,10718,23397,34647
0,7811,22169,45452
0,23917,13335,85390
0,11676,19293,17092
0,14225,13007,34917
0,21088,19014,82472
0,11437,12860,12815
0,10528,10536,34488
0,23397,23590,35977
0,10845,12216,45243
0,10509,7575,28896
0,113,16297,27534
0,11356,14937,66736
0,6940,16721,52402
0,25345,21500,872
0,2665,5037,47257
0,8946,25664,55675
0,18030,7992,79213
0,6130,25839,53647
0,9452,3217,3623
0,2359,8504,65987
0,6945,559,32578
0,5633,10886,59147
0,17368,415,68397
0,3534,2561,84367
0,12941,8551,82358
0,5651,4479,82979
0,4431,3819,12274
0,1729,14279,80363
0,6848,17845,47236
0,17471,19929,28259
0,6151,21024,46127
0,11953,7271,12534
0,7553,6281,8953
0,2553,16659,2113
0,1179,9610,34060
0,14795,22544,18195
0,14775,11658,85244
0,12728,21456,607
0,21703,23043,17009
0,10714,2088,74680
0,12695,12956,68853
0,13042,11684,9619
0,12050,8868,69995
0,5281,1514,54983
0,4156,18263,55626
0,18272,976,10042
0,18056,429,4798
0,9055,13625,7071
0,1952,12911,656
0,6162,10557,65934
0,23253,21883,82381
0,13518,10593,49106
0,5390,12389,74098
0,7894,17505,35950
0,5455,22459,34456
0,7212,12455,19485
0,15177,5293,31245
0,1774,5407,55864
0,4927,18576,36186
0,9399,21354,44094
0,9154,22407,4948
0,20521,3867,81440
0,7494,21178,71241
0,6083,9828,23722
0,10399,18765,57348
0,17699,16117,20318
0,26111,24446,49359
0,7095,14498,65007
0,24442,16304,69452
0,4062,16102,63958
0,17353,12767,19754
0,12559,20302,72036
0,17410,5065,45893
0,23435,18548,41563
0,10705,19908,59397
0,23693,10349,39865
0,13699,752,79055
0,15700,11290,11964
0,18057,7659,20647
0,3257,10356,64530
0,24106,20576,77503
0,25330,16440,41496
0,1579,16807,58269
0,5833,21231,20011
0,10546,14639,46785
0,21397,4260,22054
0,11683,9715,47005
0,21733,3837,40463
0,24856,26065,49486
0,11717,21491,8500
0,19576,7873,11595
0,15671,18142,85026
0,3604,16986,3791
0,15723,1400,57804
0,5881,1122,20425
0,5952,23657,38706
0,15907,17479,27753
0,12830,8857,56115
0,3934,15697,68320
0,13288,21043,55393
0,8989,12464,28651
0,19285,9368,16208
