from,to,time
13725,17545,70
13725,17517,47
24978,10479,167
24978,10480,103
24978,14548,167
24978,14549,63
24978,14520,167
24978,14521,167
24978,14522,103
13726,17383,55
13726,17384,63
24979,14550,27
24979,14549,78
24979,10480,81
24979,10481,27
24979,14522,81
24078,12354,84
24078,12593,23
24078,23853,23
24078,23874,23
24078,12353,51
19840,5157,109
19840,5158,117
19840,11108,117
19840,11109,109
19840,8215,109
19840,8216,106
16875,7841,116
16875,17256,18
24981,14547,77
24981,10512,77
24981,14537,70
24981,14546,70
19515,1733,43
24983,10477,57
24983,14545,57
6444,13787,128
6444,17266,68
6444,26584,111
6444,12893,128
6444,18046,111
6444,22591,68
24082,12346,80
24082,23870,32
24082,23861,79
24082,23862,104
24082,12345,72
15374,12978,126
15374,12979,119
24985,22208,35
24985,10513,35
3334,14955,108
3334,14956,120
3334,15045,120
3334,15044,108
3334,3170,135
3334,15126,120
3334,3141,135
16129,7669,45
13488,21237,31
13488,7464,31
24987,10208,28
24987,21608,64
24987,21609,28
24987,20236,28
24987,20237,64
24987,10153,28
24987,10154,64
24987,18714,28
24987,10474,109
24987,18715,64
22071,20681,71
22071,11404,71
24988,10353,76
24988,10472,76
24989,10354,76
24989,10473,76
1050,8845,110
11851,91,192
11851,751,192
24990,10351,63
24990,10470,63
24089,26606,34
24089,15525,37
24089,15511,37
24089,15497,37
24089,15532,42
24089,24349,34
24089,15518,42
24089,15504,42
26499,11019,71
26499,11020,98
26499,2910,98
26499,2911,71
26499,23682,23
26499,2887,98
26499,19983,98
26499,12233,71
26499,19982,71
26499,3017,23
22072,13830,71
24993,10469,81
24993,12162,32
24993,12163,111
24993,10350,81
26595,10304,93
13138,21015,128
13138,14126,36
13138,21018,36
13138,14129,128
13138,26095,128
13138,25430,36
13138,26092,36
13138,25433,128
19293,24592,81
19293,24593,64
19293,24771,64
19293,24715,81
19293,20789,64
19293,24810,64
19293,24642,81
19293,17856,81
19293,24643,64
2073,2456,36
24996,22909,137
24996,9988,52
24996,9989,33
24996,22936,138
24996,10697,137
24996,9932,52
24996,9933,33
24996,10696,138
24996,10076,52
24996,10077,33
24996,26586,138
24997,9988,138
24997,9989,108
24997,9932,138
24997,9933,108
24997,10076,138
24997,10077,108
20503,20798,38
20503,12184,38
22073,11403,72
636,22592,189
636,6444,189
636,6445,216
636,6446,313
636,13787,214
636,22591,238
636,10427,189
636,26584,231
636,22594,323
636,18046,231
636,26264,231
636,17266,238
636,17267,189
636,20152,189
636,17269,323
636,20098,231
636,12892,189
636,12893,214
636,11449,189
636,6442,232
20134,9018,105
20134,8792,105
20134,9761,26
20134,9899,105
14929,811,269
14929,15012,21
14929,14635,105
14929,14636,106
14929,24,269
14929,15020,21
14929,14705,57
14929,14642,57
14929,14643,105
14929,14862,29
14929,14931,21
14929,14932,105
14929,15021,105
14929,14863,42
24098,24322,18
24099,24324,27
20296,519,205
20296,299,205
20296,5582,81
20296,19397,74
20296,7077,81
20296,5521,74
20296,19353,63
639,6148,190
639,18988,190
639,19035,190
22615,9752,100
21571,659,273
21571,22685,86
21571,183,273
21571,10756,98
21571,21411,84
21571,21332,86
21571,21333,99
21571,21450,99
21571,21449,99
21571,9540,99
21571,9539,98
21571,12539,98
21571,22638,99
21571,21335,84
22074,11402,49
24101,24263,113
24101,24232,8
24101,24267,113
24101,24328,97
24101,24225,113
24101,24262,99
16216,23702,28
23262,7348,18
23262,14297,18
23262,5553,80
23262,5554,74
21573,22741,86
21573,10754,68
21573,10755,68
21573,10295,86
21573,12537,68
21573,12538,68
642,6747,246
642,6748,246
642,21211,189
642,21212,189
642,7438,189
642,7439,189
642,22496,214
642,22512,214
642,6792,189
642,6793,189
642,12272,215
642,7416,190
642,7417,218
642,11521,189
642,11522,207
642,11523,215
642,11524,195
642,22511,214
5485,16553,26
5485,16554,45
5486,16553,58
5486,16554,101
4572,6268,89
4572,6269,80
4572,8367,104
4572,26273,89
4572,11475,89
4572,11476,83
4572,11477,92
4572,5150,102
4572,26275,92
4572,25546,89
4572,5683,89
4572,26274,97
4572,6294,80
4572,6412,89
4572,11886,89
4572,749,215
4572,750,215
4572,14009,27
4572,5535,104
4572,8739,104
4572,5703,51
4572,19342,63
4572,11440,83
4572,21646,104
4572,6321,34
4572,6322,34
4572,90,215
4572,18244,89
4572,18245,97
4572,18246,92
4572,14083,102
4572,14084,83
4572,20107,89
4572,16593,89
4572,7622,28
4572,7623,28
4572,5534,102
4572,12017,102
4572,5296,38
4572,5297,38
4572,89,215
4572,5109,104
4572,15686,69
4572,14317,104
4572,20108,97
4572,20109,92
4572,13793,89
4572,24877,89
4572,13794,92
4572,14010,27
4572,14012,104
4572,863,215
4572,864,215
4578,17738,92
4578,4026,107
4578,7963,96
4578,6954,92
4578,6955,96
4578,7964,92
4578,17783,92
4581,7639,32
4581,7682,66
4581,11709,66
4581,22986,66
4582,22985,51
4582,7681,51
4582,11708,51
4582,4182,99
4584,318,245
4584,482,245
4585,21720,38
4585,168,276
4585,11500,38
4585,16637,38
4585,16638,26
4585,16698,38
4585,21721,26
4585,645,276
4585,11501,26
4586,7228,81
4586,6460,45
4586,5441,81
4586,6123,46
4586,6124,59
4586,18985,59
4586,19006,59
4586,19005,46
4586,7260,45
4586,7617,59
4586,5481,45
4587,6458,31
4588,6456,36
4589,2315,49
4589,6455,60
4589,2314,76
4590,294,263
4590,25587,86
4590,25588,86
4590,25589,86
4590,6514,29
4590,7621,29
4590,25690,86
4590,7562,52
4590,2314,71
4590,2315,81
4590,25212,86
4590,514,263
4590,513,263
4590,293,263
4591,6516,96
4591,15718,72
4591,297,387
4591,11307,72
4591,11360,87
4591,25208,88
4591,25209,88
4591,13949,88
4591,7240,90
4591,7241,87
4591,16512,90
4591,16513,96
4591,15716,90
4591,15717,87
4591,517,387
4591,13948,90
4591,298,216
4591,518,216
4591,19481,87
4591,16464,58
4591,857,216
4591,858,216
4591,7242,106
4591,6452,88
4591,19478,72
4591,18536,87
4591,11308,87
4592,517,373
4592,297,373
4592,298,207
4592,25320,87
4592,19478,28
4592,6515,87
4592,6516,9
4592,8099,87
4592,25209,18
4592,15718,28
4592,16464,45
4592,857,197
4592,858,197
4592,518,207
4592,11307,28
4592,25208,18
4592,6452,18
4592,13949,18
4592,7242,22
4592,16513,9
4593,7244,27
4593,19477,27
4593,11305,27
5511,5089,64
5511,12023,64
5511,5056,34
4595,6556,45
4595,19474,45
4596,19473,57
4597,18791,52
4597,19472,39
4597,18790,32
4599,19469,115
4599,21286,100
4599,18795,115
4599,18802,100
4599,21307,100
4601,19467,69
4602,19641,13
4603,21303,69
4603,11292,90
4603,11313,18
4603,21281,107
4603,19640,96
4603,21282,69
5520,11150,42
5520,11149,34
5520,7008,14
4606,11314,89
4606,19642,89
4606,19490,89
5525,9077,106
4609,11291,13
4610,19489,69
4611,19488,22
4612,21286,123
4612,19487,115
4612,18794,115
4612,18802,123
4612,21307,123
4613,18792,36
4615,18791,14
4615,19486,39
4615,18790,68
4616,19485,57
5534,11440,89
5534,14315,18
5534,14316,18
5534,13794,10
5534,11476,89
5534,10971,18
5534,90,225
5534,11477,10
5534,10970,18
5534,750,225
4618,19483,71
5537,81,243
5537,741,243
5538,14311,33
5539,14311,78
5539,14312,106
5540,14309,81
4624,6457,36
4624,7619,36
5542,14307,26
5543,14308,26
4628,21834,76
4628,11546,76
4628,16678,76
5546,14304,107
5547,14302,22
5548,14303,22
5549,14300,44
5550,14301,44
5551,14298,26
5553,14297,62
5553,7348,62
5553,7349,66
5553,7350,29
5554,14297,59
5554,7348,59
5554,7349,85
5554,7350,38
4637,631,193
4637,7019,94
4637,7069,42
4637,861,193
4637,862,193
4637,8361,42
4637,219,193
4637,8286,94
4641,11314,89
4641,19642,89
4641,19490,89
5564,14293,61
5564,14294,115
5564,637,216
5564,10965,61
5564,10966,115
5564,161,216
5565,14293,79
5565,14294,133
5565,637,239
5565,10965,79
5565,10966,133
5565,161,239
4644,11291,13
4645,19489,69
4646,19488,22
4647,21286,123
4647,19487,115
4647,18794,115
4647,18802,123
4647,21307,123
4648,18792,36
4650,18791,14
4650,19486,39
4650,18790,68
4651,19485,57
4652,6556,24
4652,6526,45
4652,19484,45
4653,19483,71
4654,7245,43
4654,392,196
4654,438,196
4654,11304,43
4654,855,196
4654,856,196
4656,8099,106
4656,25320,106
4656,6515,106
4656,6516,18
4656,15718,36
4656,518,207
4656,11307,36
4656,11360,22
4656,25208,18
4656,25209,18
4656,13949,18
4656,7241,22
4656,16513,18
4656,15717,22
4656,517,359
4656,297,359
4656,298,207
4656,19481,22
4656,16464,55
4656,857,189
4656,858,189
4656,6452,18
4656,19478,36
4656,18536,22
4656,11308,22
4657,2316,30
4657,13947,30
4657,11864,30
4657,6387,30
4658,2315,75
4658,7620,60
4658,6513,60
4659,6457,36
4659,7619,36
18833,15765,21
18834,15766,21
5584,4171,13
5584,4172,13
5584,8580,60
5584,4186,50
5584,23602,60
5584,8523,72
5584,22968,107
5584,22786,50
5584,23488,50
5584,23489,38
5584,23309,97
5584,23310,60
5585,2344,29
5586,22966,138
5586,8524,126
5586,22787,138
5586,23490,126
5586,23311,138
5586,2343,29
4664,318,245
4664,482,245
5588,2345,95
5588,2346,67
5589,8577,36
5589,8527,87
5589,8576,112
5590,8577,45
5590,8526,9
5590,8527,86
5590,8576,112
18842,15758,46
18843,19825,140
18843,19852,140
18843,19772,140
18843,19773,110
5593,7370,107
5594,695,255
5594,155,255
5594,156,255
5595,695,252
5595,155,252
5595,156,252
5596,335,226
5596,20390,19
5596,499,226
5597,20389,19
5597,335,225
5597,499,225
5598,8137,99
5598,20392,14
5599,20391,14
5600,20394,27
5600,8135,27
5601,20393,27
5601,8136,27
18853,17034,117
18853,17035,129
18853,9222,18
18853,9177,117
18853,9178,129
18853,9223,18
18854,7769,29
18854,20174,29
5604,20030,79
5604,11053,79
5604,595,269
5604,596,269
5604,597,269
5604,248,269
5604,249,269
5604,250,269
5604,11693,79
5605,19396,63
5605,11052,79
5605,11692,79
5605,20029,79
5605,595,205
5605,596,205
5605,597,205
5605,248,205
5605,249,205
5605,250,205
5606,765,220
5606,766,220
5606,767,340
5606,44,220
5606,45,220
5606,46,340
18857,11128,21
5608,2127,104
5608,16501,104
5608,8162,62
5608,258,242
5608,20291,104
5608,2029,104
5608,541,242
5608,11146,104
5608,2173,104
5608,2079,104
5609,16488,90
5609,2036,99
5609,20301,99
5609,2086,99
5609,1980,99
5609,2178,99
5609,16490,99
5609,2134,99
5609,20293,90
5609,11148,90
5609,11155,99
5610,20295,103
5610,6201,94
5610,1978,103
5610,2132,103
5610,5519,53
5610,11147,90
5610,11150,103
5610,2084,103
5610,16489,90
5610,2177,103
5610,16486,103
5610,6157,94
5610,20292,90
5610,2034,103
5611,19355,103
5611,5369,26
5611,5370,34
5611,6201,50
5611,1978,27
5611,2132,27
5611,5519,106
5611,5520,34
5611,11150,27
5611,2084,27
5611,2177,27
5611,7008,27
5611,7009,34
5611,16486,27
5611,20295,27
5611,6157,50
5611,6158,34
5611,2034,27
5612,2035,27
5612,5369,50
5612,5370,42
5612,5519,91
5612,1979,27
5612,16488,103
5612,2133,27
5612,6201,47
5612,5520,42
5612,11148,103
5612,11149,27
5612,2085,27
5612,7008,45
5612,7009,42
5612,20294,27
5612,6157,47
5612,6158,42
5612,20293,103
5612,16487,27
5613,20296,74
5613,5371,74
5613,519,217
5613,299,217
5613,300,217
5613,6202,74
5613,2080,74
5613,11151,74
5613,2128,74
5613,16502,74
5613,2174,74
5613,2030,74
5613,6159,74
5613,520,217
5614,16545,94
5614,16546,49
5614,25863,49
5614,12642,94
5614,12641,49
5614,25864,94
5614,12027,49
5614,11582,49
5614,5051,94
5614,5052,49
5614,11583,94
5615,158,243
5615,664,243
5616,5580,100
5616,5098,100
5616,19351,100
5616,7075,100
5618,334,198
5618,498,198
5619,78,198
5619,11550,90
5619,9075,105
5619,6154,105
5619,738,198
5619,11433,90
5619,18997,105
5620,15733,50
5620,729,213
5620,69,213
5620,6110,67
5620,11551,50
5620,9114,67
5620,11434,50
5621,5306,108
5621,15695,108
5621,11485,108
5621,13799,108
5623,7634,63
5623,7635,81
5623,6333,60
5623,17782,63
5623,9125,97
5623,131,226
5623,6371,97
5623,671,226
5623,672,226
5623,11808,97
5623,17737,63
5623,4025,97
5623,132,226
5623,6113,69
5623,7965,81
5623,7966,63
5623,9156,60
5624,672,216
5624,6334,54
5624,9157,54
5624,131,216
5624,132,216
5624,671,216
5625,672,216
5625,6334,54
5625,9157,54
5625,131,216
5625,132,216
5625,671,216
5627,5365,34
5627,5310,65
5628,18996,33
5628,9073,33
5628,9074,73
5628,11487,73
5628,6153,33
5628,15697,52
5628,13801,73
5630,6155,15
5630,9076,15
5630,18998,15
5631,5579,50
5631,5100,50
5631,19350,50
5631,455,244
5631,347,244
5632,5097,41
5634,20296,81
5634,5371,81
5634,519,281
5634,299,281
5634,300,281
5634,5049,73
5634,25866,73
5634,6202,81
5634,2080,81
5634,19353,84
5634,11151,81
5634,2128,81
5634,16502,81
5634,16543,73
5634,2174,81
5634,2030,81
5634,11585,73
5634,12644,73
5634,6159,81
5634,520,281
5635,20292,99
5635,541,255
5635,11147,99
5635,258,255
5635,16489,99
5636,8162,58
5637,765,268
5637,766,268
5637,767,388
5637,44,268
5637,45,268
5637,46,388
5637,5759,87
5638,11226,100
5638,765,274
5638,766,274
5638,767,278
5638,44,274
5638,45,274
5638,46,278
5640,718,275
5640,117,275
5641,718,206
5641,117,206
2211,3021,99
2211,12236,64
2211,24788,64
2211,24631,32
2211,24632,64
2211,23692,18
26503,23691,18
26503,3021,86
26503,24788,63
26503,24631,20
26503,24632,63
26503,12236,63
19302,24646,122
19302,24647,113
19302,24769,113
19302,20787,113
19302,24597,113
19302,24717,122
19302,17858,122
19302,24808,113
19302,24596,122
24126,24176,137
12539,22685,144
12542,24507,135
12542,22162,135
12542,24506,135
12542,22122,135
12542,22163,135
12544,24507,111
12544,22162,111
12544,24506,111
12544,22122,111
12544,22163,111
12547,10462,144
5653,7589,71
5653,11730,57
5653,18129,57
5653,26395,57
5653,14241,57
5654,14242,44
5654,11731,44
5654,18130,44
5654,26396,44
12574,24507,105
12574,22162,105
12574,24506,105
12574,22122,105
12574,22163,105
5658,815,267
5658,23006,98
5658,17177,93
5658,17178,98
5658,28,267
5658,23007,93
5659,348,242
5659,456,242
5660,28,187
5660,815,187
5661,28,198
5661,815,198
5663,7206,72
5663,7207,49
5664,7206,72
5664,7207,75
5669,7033,104
5669,7034,74
5671,477,272
5671,370,272
5671,7031,53
5672,477,219
5672,370,219
5672,7032,53
5673,7029,76
5674,7030,76
5675,11817,94
5675,9459,88
5675,508,190
5675,507,190
5675,287,190
5675,288,190
5675,7028,27
5675,7027,54
5675,7754,88
5676,11816,61
5676,508,200
5676,507,200
5676,287,200
5676,288,200
5676,7028,51
5676,11817,39
5677,8290,54
5678,7757,81
5678,8293,81
5678,650,227
5678,651,227
5678,9462,81
5678,174,227
5678,175,227
5679,7757,89
5679,9462,89
5679,8293,89
5679,650,244
5679,651,244
5679,8371,93
5679,174,244
5679,175,244
5679,14311,93
5679,5539,65
5680,81,243
5680,741,243
5681,81,199
5681,14313,45
5681,8369,45
5681,741,199
5681,12016,45
5681,5537,45
5682,24878,36
5682,25545,36
5682,16592,36
5683,7623,95
5683,15686,79
5683,19342,67
5683,750,226
5683,7622,95
5683,863,226
5683,864,226
5683,6321,96
5683,6322,96
5683,90,226
5684,16595,20
5684,25548,20
5684,11441,97
5684,13792,102
5684,11473,20
5684,24878,83
5684,25545,83
5684,16592,83
5685,16594,20
5685,25545,103
5685,11441,76
5685,13792,82
5685,25547,20
5685,7980,20
5685,24878,103
5685,11474,20
5685,16592,103
5686,25550,74
5686,16597,74
5686,11471,100
5687,16596,100
5687,16597,45
5687,11472,100
5687,7981,100
5687,25549,100
5687,25550,45
5688,12020,81
5688,153,250
5688,154,250
5688,11469,35
5688,694,250
5688,17728,62
5688,5086,81
5688,7983,27
5688,17770,62
5688,5060,62
5688,9136,69
5688,9150,27
5688,9110,81
5688,17769,62
5688,693,250
5689,7984,21
5690,7986,100
5690,5515,49
5690,7985,74
5691,7986,34
5691,5515,84
5691,7985,18
21622,8320,34
21622,547,198
21622,8416,34
21622,5129,19
21622,8393,106
21622,264,198
21622,8319,90
5694,5491,72
5695,5491,73
5695,5492,11
5696,5489,18
5696,5493,91
5697,5490,18
5697,5493,75
5698,16553,58
5698,16554,101
5698,20424,58
5698,20425,101
5698,5485,57
5699,5485,40
5699,5486,35
5699,16553,56
5699,16554,74
5699,20424,56
5699,20425,74
5702,12020,85
5702,5059,19
5702,153,216
5702,154,216
5702,693,216
5702,694,216
5702,9110,85
5702,5086,85
5702,9084,19
5703,5296,59
5703,5297,59
5703,7623,80
5703,750,249
5703,7622,80
5703,863,249
5703,864,249
5703,6321,86
5703,6322,86
5703,90,249
5704,174,225
5704,175,225
5704,650,225
5704,651,225
5705,94,301
5705,8294,101
5705,8295,99
5705,725,301
5705,9463,101
5705,7692,101
5706,11816,99
5707,28,206
5707,815,206
12856,22707,49
12856,22708,61
12857,22707,49
12857,22708,61
5710,26398,54
5710,18132,54
5710,14244,54
5710,11735,54
12860,22706,24
5717,711,254
5717,110,254
5718,711,241
5718,110,241
12868,22698,36
12868,9744,36
12868,16537,39
12868,16771,39
12868,22697,0
19518,1737,45
19518,1228,45
21627,8388,39
5732,9107,133
5732,9108,133
5733,9109,32
5734,9105,59
5735,9106,59
5736,9103,68
5736,9104,126
5737,222,292
5737,11558,37
5737,569,292
5738,222,260
5738,569,260
12893,22592,128
12893,17266,59
12893,17267,128
12893,18046,16
12893,10427,128
12893,26584,16
12893,11449,128
12893,22591,59
5743,14318,107
5743,5546,107
5744,10968,76
5744,464,225
5744,357,225
5744,10969,54
5745,10968,76
5745,464,225
5745,357,225
5745,10969,54
5746,13790,66
5747,11455,135
24904,13495,51
21634,11823,65
21634,464,208
21634,408,219
21634,466,208
21634,16583,106
21634,7292,82
21634,16584,106
21634,357,208
21634,358,208
21634,359,208
21634,8378,21
21634,822,219
21634,8302,21
21634,465,208
21634,5078,106
21634,11822,40
21634,10969,21
21634,5744,76
21634,5745,76
2087,7386,102
2087,11136,30
2087,5772,99
2087,5152,78
2087,5153,87
25066,17133,16
8412,23017,62
8412,17166,70
8412,17167,62
8412,23018,70
21638,5540,81
21638,9466,106
21638,14310,81
21638,8296,81
21638,8297,106
21638,8372,81
21638,7689,106
21638,7690,81
21638,9465,81
5754,20411,102
5754,20410,89
5754,7380,157
5755,20408,81
5755,20409,63
5755,20410,65
5755,20411,61
21639,9466,36
21639,5541,81
21639,8373,81
21639,14309,81
21639,8297,36
21639,7689,36
5760,11145,105
25071,17130,42
5766,20406,62
5766,20407,23
5767,20408,69
5767,20409,52
5767,20410,77
5767,20411,72
5768,7381,15
5768,7382,23
5768,11156,47
5768,11133,11
5769,11135,41
5769,7383,106
5770,7385,19
5770,7386,37
5770,5152,58
5770,5153,66
5772,11136,96
5772,11137,99
5772,7385,47
5772,7386,39
5772,5152,28
5772,5153,61
5773,11134,23
5773,11135,63
5773,7383,101
5774,7381,99
5774,11132,108
5774,11133,107
5775,11132,50
5775,11157,49
6534,5469,40
6534,5458,61
6534,714,236
6534,113,236
25074,17125,23
26284,8775,90
26284,8776,100
26284,22608,46
26284,17282,82
26284,8812,90
26284,8813,100
26284,15276,82
26284,15277,46
26284,20468,120
26284,22607,82
26284,17283,46
25075,17117,127
25075,17126,23
11986,6161,61
11986,20036,18
11986,11152,25
11986,11153,25
11986,20035,62
11986,16541,25
11986,6203,72
11986,6160,72
11990,11423,50
11990,387,197
11990,7235,104
11990,13811,75
11990,13812,104
11990,433,197
11990,5480,84
11990,7259,84
11991,7258,64
11991,11422,64
11991,11423,58
11991,387,241
11991,6393,64
11991,6394,54
11991,13811,54
11991,7259,40
11991,5480,40
11991,433,241
11992,7237,89
11992,6391,89
11992,11421,89
11993,517,379
11993,297,379
11993,298,259
11993,518,259
11993,7238,71
11993,7240,76
11994,2316,30
11994,6387,30
22251,1355,37
22251,1410,137
22251,1357,137
22251,1413,24
22251,1412,56
6540,11409,100
6540,2336,16
6540,13825,102
14234,23003,32
14234,17180,32
14234,17539,32
14234,6375,32
14234,11726,32
11997,7678,44
11997,11545,44
11997,6383,25
11997,7652,67
11997,11510,67
11998,6382,59
11999,6175,84
11999,26166,54
11999,26183,84
11999,25505,54
11999,25522,84
11999,15140,54
11999,6380,27
11999,6217,84
11999,14199,54
11999,6189,54
12000,6379,81
12000,14206,81
12001,181,431
12001,23041,81
12001,14204,81
12001,657,431
12001,6377,98
12002,14202,61
12002,14203,61
12002,181,225
12002,6404,95
12002,6376,31
12002,23000,79
12002,657,225
12002,17541,44
12002,17542,79
12002,17543,14
12002,17182,8
12002,17183,79
12002,17184,13
12003,14201,98
12003,6402,62
12003,6403,46
12003,14204,18
12003,181,389
12003,23041,18
12003,22999,98
12003,657,389
12004,22997,28
12004,6402,79
12004,181,432
12004,657,432
12005,22995,48
12006,22993,54
12007,22991,18
12007,7218,92
12007,7219,51
12008,5432,103
12008,5433,103
12941,12245,140
12941,22558,140
12942,22557,54
12012,245,239
12012,592,239
12012,9456,19
12012,9455,6
12014,8290,54
12015,14311,93
12015,8293,89
12015,650,244
12015,651,244
12015,9462,89
12015,174,244
12015,175,244
12015,5539,65
12016,81,243
12016,741,243
12017,750,225
12017,14315,18
12017,9153,62
12017,13794,10
12017,14316,18
12017,11476,89
12017,11477,10
12017,5532,96
12017,11440,89
12017,7622,73
12017,7623,73
12017,90,225
12017,10970,18
12017,10971,18
12018,5530,87
12018,5531,104
12020,153,203
12020,154,203
12020,693,203
12020,694,203
12020,9150,87
12020,9084,105
12020,11470,81
12020,9136,50
12021,441,208
12021,9082,18
12021,9083,61
12021,395,208
12022,689,210
12022,149,210
12024,419,210
12024,373,210
7573,6214,103
7573,25519,103
7573,6172,103
7573,26180,103
12027,16545,45
12027,7010,49
12027,5522,49
12029,6161,81
12029,16542,19
12029,11152,45
12029,11153,45
12029,20036,24
12029,20035,45
12029,16541,45
12029,6203,70
12029,6160,70
6546,8041,60
6546,8042,42
6546,231,207
6546,578,207
12963,15998,79
12963,4944,45
12963,4945,66
12963,13700,45
12963,16055,79
12963,6820,131
12963,6821,23
12963,4985,45
12963,6775,131
12963,6776,23
12964,6819,55
12964,6820,138
12964,6774,55
12964,6775,138
12967,6777,117
12967,6822,117
12967,6819,123
12967,6820,14
12967,6821,108
12967,6774,123
12967,6775,14
12967,6776,108
12968,6777,25
12968,6820,129
12968,6821,5
12968,6822,25
12968,4944,59
12968,4945,83
12968,13700,59
12968,16055,59
12968,15998,59
12968,4985,59
12968,6775,129
12968,6776,5
12969,6778,134
12969,6779,117
12969,16030,117
12969,6823,134
12969,6824,117
12969,4946,134
12969,4947,117
12969,13701,134
12969,15965,134
12969,15966,117
12969,16029,134
12969,4986,134
2217,16223,25
2217,1966,25
2217,16186,25
12972,21237,31
12972,7464,31
12973,13696,139
12973,13697,69
12973,21240,143
12973,7467,143
12973,4981,139
12973,4982,69
12973,4937,139
12973,4939,69
12975,25317,131
12975,25253,53
12975,21830,131
12975,21831,121
12975,21766,53
12975,25318,121
12975,13005,75
12975,13006,50
24905,13495,54
25089,17122,10
25089,17123,108
25089,17124,137
25089,17119,119
25089,17120,135
1053,8345,26
1053,8849,26
11855,973,62
11855,974,46
11855,975,51
11855,6403,46
11855,11722,98
11855,14201,98
11855,6277,46
11855,6402,62
11855,12001,98
11855,8715,18
11855,8764,98
11855,23041,18
11855,178,209
11855,179,389
11855,180,209
11855,181,389
11855,7310,98
11855,14204,18
11855,8008,98
11855,4184,98
11855,655,389
11855,15684,98
11855,11757,18
11855,7133,62
11855,7134,104
11855,6312,46
11855,22999,98
11855,4125,18
11855,25379,51
11855,7270,35
11855,654,209
11855,7272,104
11855,656,209
11855,657,389
11855,25378,51
23096,1121,73
23096,1122,67
23096,1083,67
23096,23668,67
17680,17519,27
17680,20869,27
17680,18906,27
23280,16611,78
23280,16612,83
23280,25564,78
23280,25565,83
25225,24896,55
25225,54,182
25225,11517,61
25225,775,182
25775,25283,36
25775,21796,36
25775,12980,136
25775,12981,92
25775,15372,36
25775,13893,36
25777,12976,33
25777,12977,33
25777,21909,14
25777,21910,14
25777,25287,14
25777,13277,14
25777,13278,14
25777,13678,22
25777,21799,16
25777,21800,14
25777,21961,14
25777,21962,14
25777,25286,16
25777,21869,11
25777,21870,11
25777,13657,14
25777,13690,22
10695,10079,89
10695,10050,45
10695,10051,89
10695,9990,45
10695,9991,89
10695,9934,45
10695,9935,89
10695,10078,45
1162,988,87
1162,989,38
1162,7938,47
1162,17530,48
1162,111,237
1162,7400,106
1162,17529,38
1162,712,237
1162,7936,67
1162,7937,67
1163,988,87
1163,989,38
1163,7938,47
1163,17530,48
1163,111,237
1163,7400,106
1163,17529,38
1163,712,237
1163,7936,67
1163,7937,67
18377,13742,68
1166,19290,108
1167,19290,86
1168,19290,144
1171,17371,96
1171,17372,87
1172,17373,67
1172,576,214
1172,17524,53
1172,17525,67
1172,229,214
1172,17374,53
1175,2777,110
1175,2778,65
1175,2787,65
1175,2774,28
1175,2767,28
1176,2777,118
1176,2774,88
1176,2767,88
15805,19226,72
15805,19227,36
15805,19636,26
15805,20671,34
15805,10862,46
15805,10789,46
15805,10790,55
15805,3467,36
15805,19635,36
15805,11345,46
15805,3520,16
15805,3521,36
15805,3412,54
15805,3413,36
15805,11769,72
15805,3619,46
15805,471,194
15805,10863,55
15805,3359,54
15805,3360,36
15805,20736,36
15805,364,194
15805,7911,46
15805,5421,36
15805,5422,65
15805,3466,54
1179,2786,60
1180,2768,60
1180,2775,60
15808,11342,73
15808,4533,70
15808,14585,81
15808,10802,73
15808,3230,62
15808,3231,100
15808,10869,73
15808,3293,62
15808,14584,70
15808,3172,62
15808,3173,100
26509,2058,35
26509,2470,35
26509,2016,35
26509,2108,35
15810,14589,47
15810,10806,27
15810,10873,27
15811,10874,61
15811,10875,24
15811,3629,61
15811,14591,90
15811,7917,61
15811,10807,61
15811,10808,24
15812,10810,134
15812,14593,137
15812,10877,134
15812,14641,100
1184,13718,80
1184,13777,83
1184,18082,83
1184,18083,80
1185,18085,53
1185,26406,111
1185,13778,49
1185,18140,111
1185,13717,53
1185,18084,49
1186,18085,58
1186,26406,135
1186,13778,66
1186,18140,135
1186,13717,58
1186,18084,66
15820,603,234
15820,3191,46
15820,3192,52
15820,3316,56
15820,3317,90
15820,3315,115
15820,191,234
15820,3142,88
15820,3143,56
15820,3144,90
15820,3303,46
15820,3118,107
15820,3119,56
15820,3120,90
15820,3249,46
15820,3250,52
1193,26347,56
1193,26348,6
15823,22236,116
15824,22237,97
1197,2790,128
1197,576,312
1197,2781,128
1197,17525,82
1197,229,312
1197,17374,97
1197,17373,82
1197,17524,97
1198,2791,112
1198,2763,112
1198,2771,112
1198,4813,112
3358,3147,12
25785,21899,47
25785,25301,47
25785,21814,47
25104,8700,26
25104,8701,40
25104,14393,82
2219,2465,17
22095,23365,9
25787,21557,100
25787,21502,100
25787,21496,100
25787,21556,100
23283,16611,48
23283,25564,48
20135,9020,19
20135,8794,19
20135,9759,19
2095,12915,143
2095,12909,21
25791,20642,27
25791,21536,78
25791,20633,50
25791,25295,102
25791,21535,27
25791,21808,102
25791,21516,78
14836,14647,62
14836,14648,92
14836,14745,92
14836,14751,118
14836,14708,62
23284,25186,41
23284,110,241
23284,25205,71
23284,711,241
23284,9142,74
23284,25185,94
23284,9145,94
23284,5717,74
25793,25291,30
25793,21804,30
25793,21805,8
25793,25292,8
20870,17518,137
15841,6559,73
23888,23989,22
23285,5718,45
23285,25186,72
23285,110,237
23285,25205,24
